group1,group2
1001,2272
1005,2256
1007,2234
1008,2232
2265,1015
1016,2218
2042,1017
2038,1019
1028,2017
1029,2241
1031,2142
2271,1033
1034,2251
1037,2203
2223,1040
2028,1042
2195,1043
1044,2264
1045,2113
2045,1048
1049,2011
1052,2148
2134,1057
1060,2143
2099,1065
2306,1067
2115,1078
1079,2047
2317,1082
2062,1083
1086,2052
1088,2087
2154,1093
1096,2021
1097,2310
2063,1098
2104,1099
2054,1100
1102,2314
1103,2085
1104,2001
2175,1108
1110,2204
1112,2199
2110,1114
1125,2308
2055,1128
2109,1131
1133,2283
2266,1135
2023,1140
2066,1144
1147,2289
2316,1150
2081,1151
1153,2285
1154,2206
2230,1158
1160,2267
2167,1161
2192,1164
2239,1168
2202,1172
2197,1173
1178,2157
1180,2302
1181,2151
2020,1182
1188,2287
1190,2172
2219,1191
2252,1192
2169,1194
2025,1195
1196,2193
2207,1197
1199,2033
1200,2275
1202,2159
2297,1209
2139,1215
1217,2136
1218,2152
2092,1220
2242,1222
2183,1223
1226,2003
2293,1228
2059,1229
1230,2086
2075,1232
2173,1233
2210,1236
2276,1238
1242,2132
1243,2091
2190,1244
1246,2162
2014,1247
2140,1248
1251,2262
2073,1252
2215,1256
1261,2121
2114,1265
2194,1268
1271,2216
1275,2009
2231,1276
1278,2168
2235,1279
1281,2095
2225,1284
1290,2257
1291,2098
1293,2007
1299,2119
2082,1300
1301,2100
1302,2079
2245,1305
2056,1306
2158,1310
1311,2022
1313,2061
2008,1315
1319,2295
2076,1320
