group1,group2
1007,2063
2067,1013
1018,2120
2202,1020
2022,1021
2130,1022
1024,2155
1029,2215
1030,2233
1031,2051
1032,2286
2305,1033
1036,2048
2004,1038
1040,2078
1043,2151
2310,1044
1057,2217
2071,1058
1062,2188
1068,2209
2243,1070
2055,1071
1072,2234
1074,2232
1077,2206
2265,1081
2160,1083
1084,2019
1087,2083
2258,1088
1090,2231
2140,1091
2203,1092
1094,2114
2259,1095
1097,2170
2043,1098
2317,1100
2255,1102
2166,1103
2040,1104
1107,2220
1111,2096
1112,2097
2191,1116
1119,2069
1123,2260
1124,2200
2309,1129
1132,2167
1133,2254
1134,2038
2313,1135
2047,1136
2035,1137
1138,2253
1139,2045
1140,2152
1142,2308
1144,2013
1148,2268
2287,1151
1152,2024
2005,1153
2280,1155
2026,1159
2075,1160
2122,1165
1167,2084
1172,2244
2128,1175
1176,2283
2165,1187
2044,1188
2079,1191
1193,2017
2116,1194
2262,1195
1196,2204
2196,1200
1202,2066
2273,1203
1205,2001
2032,1207
2187,1211
2028,1213
1215,2091
2033,1217
1222,2176
1223,2307
1224,2210
1226,2251
1227,2037
1232,2318
2021,1234
2157,1238
1239,2117
1242,2237
2282,1244
2125,1245
2211,1247
2319,1250
1254,2039
1257,2229
1259,2190
1260,2195
1261,2201
2109,1264
2288,1266
2183,1273
1279,2002
1280,2014
1283,2073
2031,1286
1291,2076
1297,2030
2279,1298
1300,2094
2182,1303
2274,1306
2189,1311
1313,2230
1314,2199
2119,1315
2112,1317
1319,2257
1320,2207
