group1,group2
2256,1002
1005,2019
1007,2069
2152,1008
1010,2168
2118,1011
2090,1012
1013,2002
1018,2254
1020,2222
1021,2189
1022,2046
1028,2202
1033,2058
1036,2066
1037,2044
2015,1038
1039,2211
2252,1042
1044,2104
1045,2031
2230,1048
1049,2007
2111,1050
2177,1051
2036,1056
1057,2131
1060,2259
2193,1068
1070,2173
1072,2121
2246,1076
1078,2071
2267,1079
2032,1080
1081,2249
2236,1082
1088,2029
2108,1089
2134,1091
1096,2220
2059,1097
2130,1098
2009,1099
1100,2034
1102,2182
1108,2224
2116,1109
1113,2257
2033,1117
1120,2124
1121,2235
1122,2160
1124,2008
2143,1126
2208,1130
2074,1132
2221,1134
2233,1143
2191,1147
1148,2176
2038,1152
1153,2083
1156,2197
2159,1158
2103,1163
2192,1166
2072,1167
1172,2016
1173,2122
1176,2020
2138,1177
1179,2048
2067,1181
1184,2128
2081,1185
2203,1189
2245,1197
2217,1200
2188,1206
2154,1208
1209,2109
1211,2155
2091,1212
1213,2141
2183,1215
1217,2060
2014,1218
2115,1219
1222,2263
2171,1224
2112,1225
1226,2089
1229,2135
2056,1231
2272,1232
1233,2003
2156,1235
1238,2196
2242,1239
2186,1240
1242,2093
2184,1244
2129,1247
2073,1249
2035,1255
2223,1256
2232,1271
