group1,group2
1003,2267
2236,1006
1010,2227
2221,1011
2107,1012
2067,1013
1017,2086
2264,1019
2197,1023
2320,1027
2286,1032
1040,2078
2163,1045
2016,1046
2041,1048
2186,1050
2068,1055
1059,2090
1061,2108
1062,2188
2226,1064
2169,1067
1070,2243
2234,1072
2232,1074
1076,2261
2206,1077
1080,2194
2160,1083
2019,1084
2113,1086
2258,1088
1094,2114
1099,2213
1100,2317
1105,2296
2097,1112
1118,2111
1119,2069
2105,1122
2225,1125
2129,1126
2143,1127
1131,2149
1134,2038
2313,1135
1138,2253
2152,1140
1142,2308
1143,2172
1145,2085
1149,2118
2154,1150
1152,2024
1154,2184
1155,2280
2075,1160
2052,1161
1166,2272
2084,1167
2159,1168
2235,1170
1171,2060
2244,1172
2049,1173
1177,2275
2008,1179
2095,1180
1181,2177
2025,1183
1184,2103
1188,2044
1191,2079
2029,1192
2116,1194
2262,1195
2061,1197
1202,2066
1204,2098
2218,1206
2070,1212
2277,1214
2101,1216
2033,1217
1219,2053
1221,2315
1223,2307
2251,1226
2171,1228
1230,2214
1234,2021
2081,1236
1237,2124
2117,1239
2211,1247
2238,1249
2319,1250
1251,2249
2306,1256
2138,1262
1263,2299
2064,1265
1269,2018
1270,2127
2147,1274
1276,2100
1277,2027
1282,2012
2031,1286
2181,1288
1289,2150
1291,2076
2011,1292
2311,1293
2168,1296
1297,2030
1298,2279
1300,2094
2003,1301
1302,2099
1304,2080
2274,1306
2072,1308
1311,2189
1316,2020
2112,1317
2134,1318
1319,2257
