group1,group2
2121,1002
1005,2050
1008,2284
2303,1015
2131,1016
1020,2202
1022,2130
2034,1025
2248,1028
2215,1029
1030,2233
1033,2305
2148,1034
1035,2179
1037,2161
1039,2015
2252,1041
1042,2077
1044,2310
1051,2142
2089,1052
2289,1054
2285,1066
2269,1069
1071,2055
1073,2115
1075,2082
1078,2023
2135,1079
1081,2265
2083,1087
2106,1089
1091,2140
2203,1092
2132,1093
2259,1095
2198,1096
1098,2043
2312,1101
1102,2255
1103,2166
2040,1104
1106,2278
1107,2220
2298,1108
1109,2185
2065,1110
2096,1111
1113,2297
1114,2228
2144,1115
1116,2191
1117,2136
1121,2304
1123,2260
2200,1124
2208,1128
2309,1129
1130,2174
1133,2254
2035,1137
1141,2164
1144,2013
1146,2058
1151,2287
1153,2005
2292,1156
2104,1157
1162,2281
2247,1164
2122,1165
1169,2156
1174,2271
2283,1176
1185,2007
1186,2180
1187,2165
2146,1190
2017,1193
1196,2204
2088,1199
1200,2196
1205,2001
2293,1208
1209,2224
1210,2250
1215,2091
2291,1218
1220,2240
2176,1222
2210,1224
2241,1225
1227,2037
1229,2239
1233,2193
1235,2263
2062,1240
1241,2245
1243,2056
1244,2282
2125,1245
2266,1246
2314,1248
2162,1252
2212,1253
1255,2173
2229,1257
1258,2133
1260,2195
2201,1261
1266,2288
2153,1268
1272,2087
2183,1273
1275,2074
1278,2046
2014,1280
2073,1283
1287,2102
1295,2256
2294,1299
1305,2301
2222,1307
2092,1309
2110,1310
1313,2230
2119,1315
1320,2207
