group1,group2
1001,2246
1002,2121
1007,2063
2227,1010
2221,1011
1018,2120
2202,1020
2022,1021
1024,2155
1027,2320
2248,1028
1029,2215
1032,2286
2305,1033
1036,2048
2004,1038
2015,1039
1043,2151
2310,1044
2089,1052
1054,2289
1057,2217
2071,1058
1061,2108
1062,2188
1068,2209
2243,1070
1072,2234
2160,1083
1084,2019
2258,1088
1090,2231
2140,1091
1094,2114
2259,1095
1097,2170
2043,1098
2317,1100
2255,1102
2166,1103
2040,1104
1111,2096
1112,2097
2228,1114
1115,2144
2191,1116
1119,2069
1123,2260
1124,2200
2309,1129
2174,1130
1132,2167
1133,2254
1134,2038
2313,1135
2047,1136
1138,2253
1139,2045
1140,2152
2164,1141
1142,2308
1144,2013
1148,2268
1150,2154
2287,1151
1156,2292
2026,1159
2075,1160
2122,1165
1167,2084
1172,2244
2128,1175
1176,2283
2103,1184
2044,1188
1190,2146
2079,1191
2116,1194
2262,1195
1196,2204
1198,2158
1202,2066
2273,1203
1205,2001
2032,1207
2187,1211
2028,1213
2033,1217
2315,1221
1222,2176
1223,2307
1224,2210
1226,2251
1227,2037
1232,2318
2157,1238
2245,1241
2282,1244
2211,1247
2319,1250
2212,1253
1257,2229
1259,2190
1261,2201
2138,1262
1265,2064
2183,1273
1275,2074
1278,2046
1279,2002
1280,2014
2145,1281
1283,2073
2031,1286
2150,1289
1291,2076
1297,2030
2279,1298
1300,2094
1301,2003
1302,2099
2274,1306
2137,1312
1313,2230
2020,1316
2112,1317
1319,2257
1320,2207
