group1,group2
1001,2246
1002,2121
1007,2063
2227,1010
2221,1011
2067,1013
2022,1021
2130,1022
1024,2155
1027,2320
2248,1028
1029,2215
1030,2233
1031,2051
1032,2286
2305,1033
1036,2048
2004,1038
2015,1039
1040,2078
1043,2151
2310,1044
2089,1052
1054,2289
2071,1058
1061,2108
1068,2209
2243,1070
2055,1071
1072,2234
1074,2232
1077,2206
2265,1081
2160,1083
1087,2083
2258,1088
2140,1091
2203,1092
1097,2170
2166,1103
2040,1104
1107,2220
1111,2096
1112,2097
2228,1114
1115,2144
2191,1116
1119,2069
2309,1129
2174,1130
1134,2038
2313,1135
2047,1136
2035,1137
1139,2045
1140,2152
2164,1141
1142,2308
1144,2013
1148,2268
1150,2154
1152,2024
2005,1153
2280,1155
1156,2292
2026,1159
2075,1160
2122,1165
1167,2084
1172,2244
1176,2283
2103,1184
2165,1187
1190,2146
2079,1191
1193,2017
2262,1195
1196,2204
1198,2158
2196,1200
1202,2066
2273,1203
1205,2001
2032,1207
1215,2091
2033,1217
2315,1221
1223,2307
1226,2251
1232,2318
2021,1234
2157,1238
1239,2117
2245,1241
1242,2237
2125,1245
2211,1247
2319,1250
2212,1253
1254,2039
1257,2229
1260,2195
2138,1262
2109,1264
1265,2064
2288,1266
2183,1273
1275,2074
1278,2046
1279,2002
1280,2014
2145,1281
2031,1286
2150,1289
1291,2076
1297,2030
1300,2094
1301,2003
1302,2099
2182,1303
2274,1306
2189,1311
2137,1312
1314,2199
2119,1315
2020,1316
1319,2257
1320,2207
