group1,group2
2213,1001
2047,1003
1004,2057
2237,1006
1009,2099
2139,1014
1015,2200
1016,2264
1017,2107
1023,2012
1024,2030
1025,2157
1027,2063
2234,1029
2127,1030
1032,2169
2181,1034
1035,2113
1040,2153
1041,2271
1043,2172
2137,1046
2088,1052
2214,1053
1054,2149
2026,1055
1059,2120
2051,1062
2085,1065
2150,1066
2101,1071
2180,1073
1074,2216
2005,1075
1083,2055
2114,1087
2185,1090
1092,2065
1093,2175
2266,1094
2151,1103
1104,2068
1105,2251
2017,1106
1111,2240
1112,2110
2070,1118
2178,1125
2248,1127
1129,2187
2163,1131
1135,2255
2094,1136
1137,2061
1139,2106
1141,2146
1145,2260
1146,2226
2125,1149
1150,2028
2013,1151
2247,1154
2144,1159
2102,1160
1161,2250
1162,2265
2062,1164
1171,2164
1174,2136
1175,2227
1178,2241
1182,2097
1183,2158
2190,1186
2054,1187
1188,2024
2210,1191
2239,1192
1195,2225
2096,1198
1199,2105
2167,1201
1202,2043
2140,1203
1204,2079
1205,2126
2075,1214
1220,2045
2231,1221
1228,2123
1230,2022
2078,1234
2174,1236
2209,1237
1241,2206
2053,1243
1250,2100
2119,1253
2229,1254
2132,1259
2041,1260
1261,2064
1262,2212
1264,2243
2080,1265
1266,2023
2199,1267
1270,2087
1272,2145
