group1,group2
1002,2015
1003,2222
1005,2256
1007,2234
1008,2232
1011,2250
1012,2278
2124,1013
2265,1015
1018,2198
1019,2038
1021,2031
2211,1024
2135,1026
1028,2017
2241,1029
1032,2180
1033,2271
1036,2227
1037,2203
2195,1043
2074,1047
2133,1051
1056,2184
1062,2094
1064,2145
2099,1065
2306,1067
2004,1068
2313,1069
1071,2057
2200,1074
2078,1076
1077,2263
2005,1080
1081,2160
2317,1082
2292,1085
1089,2318
1091,2301
1092,2247
1099,2104
1101,2296
2314,1102
1103,2085
2001,1104
2035,1107
2175,1108
2128,1109
2199,1112
2141,1113
1120,2090
1127,2019
1128,2055
2249,1129
1130,2226
1131,2109
1132,2238
2298,1137
2068,1145
1146,2053
1148,2060
2316,1150
2081,1151
2285,1153
1154,2206
2237,1155
1156,2105
1159,2254
2167,1161
1164,2192
2229,1167
1168,2239
2034,1169
2261,1171
2202,1172
1173,2197
2127,1174
2032,1175
2244,1179
2106,1185
2268,1187
1188,2287
1189,2201
1194,2169
1196,2193
2207,1197
2307,1203
1206,2083
1209,2297
1213,2182
1216,2018
1217,2136
2092,1220
1221,2137
1225,2120
1231,2044
2173,1233
1235,2260
1238,2276
2149,1241
1245,2236
2162,1246
2002,1255
1256,2215
1258,2274
2255,1260
2121,1261
2282,1264
1268,2194
2029,1272
1275,2009
1277,2112
2096,1280
2095,1281
1285,2144
1286,2191
2013,1287
2233,1288
1290,2257
1301,2100
2079,1302
2245,1305
1310,2158
2008,1315
1316,2319
1317,2118
2295,1319
