group1,group2
2121,1002
1004,2216
1009,2141
2227,1010
1012,2107
1016,2131
2120,1018
1020,2202
2130,1022
2034,1025
2175,1026
1028,2248
2215,1029
1030,2233
1033,2305
1037,2161
1038,2004
2036,1047
2186,1050
2089,1052
2289,1054
1055,2068
2302,1056
2217,1057
2090,1059
2108,1061
1062,2188
2300,1063
2226,1064
1065,2316
2209,1068
2269,1069
2232,1074
2261,1076
1077,2206
2265,1081
2123,1082
2019,1084
2231,1090
2259,1095
1098,2043
1100,2317
2040,1104
2220,1107
1109,2185
2228,1114
2144,1115
2069,1119
2205,1120
2260,1123
1127,2143
2149,1131
2254,1133
2038,1134
1137,2035
2013,1144
1145,2085
2118,1149
2184,1154
2292,1156
1157,2104
2052,1161
2281,1162
1163,2059
2247,1164
2122,1165
1170,2235
2275,1177
2095,1180
1184,2103
1186,2180
1188,2044
2009,1189
1191,2079
2017,1193
2116,1194
1195,2262
2204,1196
1199,2088
1200,2196
1201,2093
2224,1209
2277,1214
1220,2240
2176,1222
2307,1223
1224,2210
2241,1225
1232,2318
2193,1233
2021,1234
2263,1235
2081,1236
1239,2117
1241,2245
2125,1245
2238,1249
1250,2319
1252,2162
1253,2212
2039,1254
2306,1256
2138,1262
1265,2064
1268,2153
1269,2018
1272,2087
1276,2100
1277,2027
2002,1279
2014,1280
2145,1281
1282,2012
1285,2006
1286,2031
1295,2256
1297,2030
2094,1300
1301,2003
2080,1304
1306,2274
1308,2072
1309,2092
1310,2110
1311,2189
2119,1315
2112,1317
2257,1319
