group1,group2
2222,1003
1005,2256
1008,2232
2170,1009
2208,1014
2265,1015
2042,1017
2038,1019
2146,1025
2304,1027
1028,2017
1029,2241
1031,2142
1034,2251
2174,1035
1037,2203
1038,2107
2223,1040
1045,2113
2045,1048
1052,2148
2138,1053
1060,2143
2099,1065
2115,1078
1079,2047
2317,1082
2062,1083
1085,2292
1087,2309
1088,2087
2154,1093
2050,1094
1096,2021
1097,2310
2063,1098
2104,1099
2054,1100
1103,2085
2279,1106
2175,1108
1110,2204
1112,2199
2110,1114
1120,2090
1121,2069
2156,1123
1124,2294
1125,2308
1129,2249
2109,1131
2266,1135
2298,1137
2023,1140
1141,2153
2066,1144
1147,2289
1148,2060
2081,1151
1153,2285
1154,2206
2230,1158
1160,2267
2167,1161
1163,2111
2192,1164
2239,1168
2202,1172
2197,1173
1178,2157
1179,2244
1180,2302
1181,2151
2020,1182
1190,2172
2219,1191
2252,1192
2169,1194
2025,1195
1196,2193
2207,1197
1199,2033
1200,2275
1202,2159
2297,1209
1212,2130
2182,1213
1214,2243
2139,1215
1217,2136
1218,2152
2092,1220
2242,1222
2183,1223
2293,1228
1231,2044
2173,1233
1242,2132
1243,2091
2190,1244
1246,2162
2140,1248
1251,2262
2073,1252
2030,1254
2215,1256
2114,1265
2194,1268
1275,2009
2231,1276
1278,2168
2235,1279
2225,1284
1289,2048
1290,2257
1291,2098
1293,2007
1294,2080
1299,2119
1302,2079
2046,1303
1304,2213
2245,1305
2305,1307
2158,1310
1311,2022
2008,1315
1319,2295
