group1,group2
2272,1001
2222,1003
1010,2284
1014,2208
1016,2218
1017,2042
2038,1019
2259,1020
2304,1027
2017,1028
2180,1032
1033,2271
1034,2251
1035,2174
2227,1036
2107,1038
2223,1040
1042,2028
2195,1043
2113,1045
2074,1047
1049,2011
1050,2185
1051,2133
1053,2138
1054,2163
1058,2012
2186,1059
2178,1061
1065,2099
1067,2306
2004,1068
1069,2313
1070,2088
2209,1073
1075,2027
1076,2078
1081,2160
2101,1084
1087,2309
1088,2087
1099,2104
2054,1100
2085,1103
1107,2035
1108,2175
1110,2204
1115,2240
2188,1116
2055,1128
2238,1132
1138,2150
2023,1140
1143,2248
1145,2068
2289,1147
2060,1148
1151,2081
1153,2285
1154,2206
2237,1155
2217,1157
2254,1159
1161,2167
2270,1165
2016,1166
2229,1167
1170,2171
1171,2261
2127,1174
2032,1175
1177,2131
1178,2157
2244,1179
2151,1181
2072,1183
1189,2201
2172,1190
1192,2252
1194,2169
1200,2275
2070,1205
2291,1207
2093,1210
1213,2182
1214,2243
1215,2139
1224,2187
2120,1225
2102,1227
2293,1228
2086,1230
2044,1231
1235,2260
2196,1239
2091,1243
1246,2162
1247,2014
1248,2140
2262,1251
1252,2073
2030,1254
2274,1258
2176,1259
1260,2255
2269,1263
2282,1264
1270,2258
1271,2216
1275,2009
2112,1277
1278,2168
2129,1282
2165,1283
1285,2144
1286,2191
2013,1287
1289,2048
2058,1295
1298,2064
1299,2119
1301,2100
1304,2213
2300,1308
2179,1309
1313,2061
2295,1319
1320,2076
