group1,group2
1001,2272
2222,1003
1005,2256
1007,2234
1008,2232
2170,1009
2208,1014
2265,1015
1016,2218
2042,1017
2038,1019
2146,1025
2304,1027
1029,2241
1031,2142
2271,1033
1034,2251
2174,1035
1037,2203
1038,2107
2223,1040
2028,1042
2195,1043
1044,2264
1049,2011
2138,1053
2134,1057
1060,2143
2099,1065
2306,1067
1085,2292
1086,2052
1087,2309
1088,2087
2050,1094
1096,2021
1097,2310
2063,1098
2104,1099
2054,1100
1102,2314
1103,2085
1104,2001
2279,1106
2175,1108
2110,1114
1120,2090
1121,2069
2156,1123
1124,2294
2055,1128
1129,2249
1133,2283
2266,1135
2298,1137
2023,1140
1141,2153
2066,1144
1148,2060
2316,1150
2081,1151
2230,1158
1163,2111
2192,1164
2239,1168
2202,1172
1178,2157
1179,2244
1180,2302
1181,2151
2020,1182
1188,2287
1190,2172
2252,1192
2169,1194
2207,1197
1200,2275
1202,2159
2297,1209
1212,2130
2182,1213
1214,2243
2092,1220
2242,1222
2183,1223
1226,2003
2059,1229
1230,2086
1231,2044
2075,1232
2173,1233
2210,1236
2276,1238
1242,2132
1243,2091
2190,1244
1246,2162
2014,1247
2140,1248
2030,1254
1261,2121
2114,1265
2194,1268
1271,2216
1275,2009
2231,1276
1278,2168
2235,1279
1281,2095
2225,1284
1289,2048
1290,2257
1291,2098
1293,2007
1294,2080
1299,2119
2082,1300
1301,2100
2046,1303
1304,2213
2245,1305
2056,1306
2305,1307
2158,1310
1311,2022
1313,2061
1319,2295
2076,1320
