group1,group2
2121,1002
1004,2216
2063,1007
1009,2141
2227,1010
2067,1013
1016,2131
2120,1018
1020,2202
2130,1022
2197,1023
2155,1024
2034,1025
2175,1026
1028,2248
2215,1029
1033,2305
1037,2161
1043,2151
1045,2163
2016,1046
2036,1047
2186,1050
2089,1052
2289,1054
1055,2068
2302,1056
2217,1057
2090,1059
2108,1061
1062,2188
2300,1063
1065,2316
2209,1068
2232,1074
2261,1076
1077,2206
2265,1081
2123,1082
1098,2043
1100,2317
2040,1104
2278,1106
1109,2185
2228,1114
2111,1118
2069,1119
2205,1120
1125,2225
2129,1126
1127,2143
1132,2167
2038,1134
1137,2035
2152,1140
2172,1143
2013,1144
1145,2085
2126,1147
2268,1148
2118,1149
2154,1150
2184,1154
2292,1156
1157,2104
2281,1162
1163,2059
2247,1164
2122,1165
1167,2084
2156,1169
1170,2235
2275,1177
2095,1180
1182,2223
1186,2180
1187,2165
1188,2044
1191,2079
2017,1193
2116,1194
1195,2262
2204,1196
1199,2088
1200,2196
2224,1209
2250,1210
2187,1211
1212,2070
2277,1214
2101,1216
2176,1222
2307,1223
1224,2210
2241,1225
1232,2318
2193,1233
2021,1234
2081,1236
1239,2117
1241,2245
2056,1243
2125,1245
1250,2319
2039,1254
2306,1256
1261,2201
2138,1262
1264,2109
1265,2064
1269,2018
1276,2100
2002,1279
2145,1281
1282,2012
1283,2073
1286,2031
1295,2256
1301,2003
1306,2274
1309,2092
1311,2189
1312,2137
2230,1313
2119,1315
2112,1317
2134,1318
2257,1319
