group1,group2
1004,2057
2019,1005
1006,2237
1007,2069
1008,2152
2099,1009
1012,2090
2002,1013
1014,2139
1016,2264
1017,2107
1020,2222
2189,1021
1023,2012
1024,2030
1025,2157
1028,2202
1031,2142
2044,1037
2015,1038
1039,2211
2172,1043
1048,2230
1049,2007
2088,1052
2149,1054
2036,1056
1057,2131
1059,2120
1060,2259
2051,1062
1065,2085
1068,2193
1069,2050
2173,1070
1081,2249
2114,1087
2185,1090
1093,2175
1095,2195
2161,1101
2151,1103
2251,1105
1106,2017
1107,2205
1108,2224
2116,1109
2194,1114
1119,2098
2008,1124
1126,2143
2248,1127
1128,2052
2074,1132
1138,2133
2106,1139
2040,1140
2233,1143
1145,2260
1149,2125
2028,1150
1151,2013
2218,1155
1160,2102
1161,2250
2265,1162
2103,1163
2042,1165
2072,1167
1168,2148
1170,2086
1172,2016
1176,2020
1177,2138
1178,2241
1180,2270
1187,2054
2203,1189
2239,1192
1194,2006
2049,1196
1201,2167
2043,1202
2261,1207
1209,2109
1211,2155
2091,1212
2183,1215
1216,2207
2018,1223
2238,1227
2123,1228
1229,2135
2272,1232
1238,2196
2186,1240
1241,2206
1243,2053
2184,1244
2027,1245
1246,2147
1251,2244
2223,1256
2179,1263
2080,1265
1266,2023
1269,2262
1270,2087
2232,1271
