group1,group2
1001,2272
2256,1005
1007,2234
1008,2232
1012,2278
2208,1014
2042,1017
1018,2198
2038,1019
1024,2211
1025,2146
1029,2241
1035,2174
2028,1042
2074,1047
2011,1049
2185,1050
1053,2138
1057,2134
1058,2012
1061,2178
1062,2094
1063,2246
2306,1067
2004,1068
2290,1072
1075,2027
1076,2078
1077,2263
1078,2115
1080,2005
2160,1081
1082,2317
2318,1089
1091,2301
2247,1092
2312,1095
1098,2063
1099,2104
2054,1100
2314,1102
2085,1103
2279,1106
2035,1107
2128,1109
2110,1114
1115,2240
1122,2315
1124,2294
2308,1125
2299,1126
1128,2055
2249,1129
1131,2109
2238,1132
1135,2266
1137,2298
1139,2051
1143,2248
1146,2053
2316,1150
1151,2081
2285,1153
2254,1159
2267,1160
2220,1162
2111,1163
2192,1164
1165,2270
2229,1167
1173,2197
2127,1174
1176,2273
2131,1177
2157,1178
1179,2244
1181,2151
2287,1188
2169,1194
2025,1195
1198,2122
2024,1204
2070,1205
2083,1206
2297,1209
2243,1214
1216,2018
2092,1220
2183,1223
1226,2003
2102,1227
2293,1228
1232,2075
2173,1233
2260,1235
2210,1236
1238,2276
1241,2149
1243,2091
1244,2190
2014,1247
2262,1251
1254,2030
2037,1257
1266,2125
1268,2194
1270,2258
2009,1275
1276,2231
1279,2235
1284,2225
1285,2144
2191,1286
1289,2048
1290,2257
1292,2116
2006,1297
2119,1299
2245,1305
1309,2179
2158,1310
1311,2022
2084,1314
1315,2008
1316,2319
2118,1317
1319,2295
1320,2076
