group1,group2
2267,1003
1008,2284
2107,1012
1014,2192
2303,1015
2130,1022
1024,2155
2034,1025
2233,1030
1034,2148
1035,2179
2252,1041
1043,2151
1044,2310
2219,1049
1051,2142
2068,1055
2302,1056
1062,2188
2316,1065
2285,1066
2169,1067
2232,1074
2082,1075
2261,1076
2265,1081
2160,1083
1085,2057
1086,2113
2083,1087
2106,1089
1092,2203
2132,1093
1095,2259
2170,1097
1100,2317
2312,1101
2278,1106
2220,1107
2136,1117
1118,2111
1120,2205
2304,1121
2105,1122
2143,1127
1129,2309
1134,2038
1136,2047
2035,1137
1139,2045
1141,2164
1142,2308
1143,2172
1144,2013
1145,2085
2126,1147
1150,2154
1151,2287
1156,2292
1157,2104
1158,2010
1159,2026
1160,2075
2052,1161
2059,1163
1171,2060
1172,2244
1175,2128
2290,1178
2223,1182
1183,2025
2180,1186
1189,2009
1190,2146
1191,2079
1192,2029
1199,2088
2066,1202
1206,2218
1209,2224
1212,2070
1213,2028
2277,1214
2291,1218
1220,2240
2176,1222
1228,2171
1229,2239
2214,1230
2054,1231
2124,1237
1240,2062
2245,1241
1242,2237
2319,1250
2249,1251
2173,1255
2229,1257
2133,1258
2190,1259
2109,1264
2242,1267
2153,1268
1270,2127
2183,1273
1275,2074
2027,1277
2014,1280
2145,1281
1282,2012
2073,1283
1285,2006
2031,1286
2102,1287
1288,2181
2150,1289
2076,1291
2011,1292
2311,1293
2256,1295
2294,1299
1300,2094
1301,2003
2099,1302
1305,2301
2230,1313
1316,2020
2207,1320
