group1,group2
1003,2222
2170,1009
1010,2284
1011,2250
1013,2124
1015,2265
2218,1016
1021,2031
2211,1024
1027,2304
2017,1028
2271,1033
2281,1039
2036,1041
1051,2133
1053,2138
2184,1056
2134,1057
2186,1059
2143,1060
1064,2145
2099,1065
1074,2200
2027,1075
1077,2263
1080,2005
2160,1081
1084,2101
1085,2292
2318,1089
1090,2067
2154,1093
2063,1098
2104,1099
2054,1100
2296,1101
1104,2001
1109,2128
2253,1111
1112,2199
1115,2240
1117,2228
1118,2010
1119,2161
1120,2090
2069,1121
2294,1124
2308,1125
1128,2055
1129,2249
1130,2226
1132,2238
2166,1136
1141,2153
1142,2181
1143,2248
1144,2066
1147,2289
1150,2316
2081,1151
1154,2206
1157,2217
1159,2254
1160,2267
1163,2111
2192,1164
2270,1165
2016,1166
2229,1167
1168,2239
1171,2261
1178,2157
1180,2302
2151,1181
2020,1182
1189,2201
2172,1190
2219,1191
1192,2252
1193,2286
2193,1196
1199,2033
2159,1202
1204,2024
1205,2070
1207,2291
2320,1208
1210,2093
2130,1212
2182,1213
1218,2152
1223,2183
1224,2187
1227,2102
2293,1228
2026,1237
2040,1240
2014,1247
1250,2117
2073,1252
1254,2030
2255,1260
2121,1261
1263,2269
2194,1268
2039,1269
1270,2258
2231,1276
1279,2235
1280,2096
2095,1281
2257,1290
2098,1291
1294,2080
1296,2214
1297,2006
2064,1298
2082,1300
1304,2213
2245,1305
1306,2056
1308,2300
2065,1312
2084,1314
2319,1316
2118,1317
1318,2097
2295,1319
