group1,group2
1004,2108
1010,2284
1016,2218
2042,1017
2259,1020
2123,1022
1027,2304
1030,2071
1031,2142
1034,2251
1038,2107
1040,2223
1041,2036
2028,1042
2264,1044
1045,2113
1048,2045
1050,2185
1052,2148
1058,2012
1061,2178
2246,1063
2077,1066
2290,1072
2027,1075
1078,2115
1079,2047
1083,2062
2101,1084
2052,1086
2309,1087
2087,1088
1093,2154
2050,1094
1095,2312
1097,2310
1098,2063
2054,1100
2288,1105
2279,1106
2204,1110
1111,2253
1114,2110
2240,1115
2188,1116
1117,2228
1118,2010
2161,1119
1122,2315
1123,2156
1124,2294
2283,1133
2224,1134
1136,2166
1138,2150
2023,1140
2153,1141
2066,1144
2155,1149
1152,2311
1158,2230
1165,2270
2171,1170
2131,1177
1178,2157
1180,2302
2151,1181
1183,2072
1186,2277
1191,2219
2252,1192
2286,1193
2122,1198
2033,1199
2275,1200
2049,1201
1202,2159
2024,1204
1205,2070
1207,2291
2320,1208
2093,1210
1211,2147
2130,1212
1214,2243
1215,2139
2242,1222
2183,1223
1228,2293
2059,1229
2086,1230
2075,1232
1234,2126
2210,1236
2091,1243
1244,2190
2014,1247
1249,2103
1250,2117
2262,1251
2073,1252
1254,2030
1259,2176
2205,1262
2269,1263
2041,1267
2221,1273
1276,2231
2235,1279
2165,1283
2225,1284
2048,1289
2098,1291
1292,2116
1294,2080
2058,1295
2214,1296
2064,1298
2082,1300
1303,2046
1306,2056
1307,2305
2300,1308
2179,1309
1311,2022
1312,2065
2061,1313
1320,2076
