group1,group2
1001,2272
2222,1003
1007,2234
1008,2232
1018,2198
2038,1019
2259,1020
1025,2146
1026,2135
1029,2241
2142,1031
1035,2174
1046,2212
2011,1049
2185,1050
1053,2138
1054,2163
1056,2184
1057,2134
1058,2012
1061,2178
1062,2094
1065,2099
2313,1069
1076,2078
1077,2263
1078,2115
1080,2005
2160,1081
1082,2317
1086,2052
2309,1087
2318,1089
1091,2301
2312,1095
1098,2063
1099,2104
2054,1100
2314,1102
2085,1103
2279,1106
2035,1107
2128,1109
1113,2141
2110,1114
1122,2315
1124,2294
2308,1125
2299,1126
2249,1129
1131,2109
2238,1132
1135,2266
1137,2298
1143,2248
1146,2053
1149,2155
2316,1150
1151,2081
1152,2311
2237,1155
2267,1160
2220,1162
2111,1163
2192,1164
1165,2270
2229,1167
1170,2171
1173,2197
2131,1177
2157,1178
1179,2244
1181,2151
1185,2106
2287,1188
2169,1194
2025,1195
2207,1197
1198,2122
2024,1204
2070,1205
2297,1209
2182,1213
2139,1215
1216,2018
2152,1218
2092,1220
2137,1221
1222,2242
2183,1223
1226,2003
2293,1228
1229,2059
1232,2075
2260,1235
2210,1236
1238,2276
2040,1240
1241,2149
1242,2132
1243,2091
2014,1247
2262,1251
1254,2030
2037,1257
1264,2282
1266,2125
2041,1267
1268,2194
1270,2258
2029,1272
1276,2231
1279,2235
1284,2225
1285,2144
1289,2048
2080,1294
2119,1299
1304,2213
2245,1305
2158,1310
1311,2022
1313,2061
2084,1314
1315,2008
1316,2319
2118,1317
1319,2295
