group1,group2
1014,2208
1016,2218
2198,1018
2038,1019
2259,1020
2146,1025
2304,1027
2180,1032
1033,2271
1034,2251
1035,2174
2227,1036
2223,1040
2113,1045
2074,1047
1048,2045
1049,2011
1050,2185
1051,2133
1054,2163
2089,1055
1056,2184
1058,2012
2186,1059
2178,1061
2145,1064
1065,2099
1067,2306
2004,1068
1070,2088
1072,2290
2209,1073
1075,2027
1076,2078
1078,2115
2047,1079
1081,2160
2101,1084
2052,1086
1087,2309
1088,2087
1090,2067
2301,1091
2050,1094
1096,2021
1099,2104
2054,1100
1107,2035
1108,2175
1110,2204
1111,2253
1115,2240
2188,1116
2238,1132
1138,2150
1145,2068
2289,1147
2060,1148
1153,2285
1154,2206
2217,1157
2254,1159
2270,1165
2229,1167
1170,2171
2127,1174
2032,1175
1177,2131
2244,1179
2151,1181
1188,2287
1189,2201
2172,1190
1192,2252
1194,2169
1200,2275
2083,1206
2093,1210
2130,1212
1213,2182
1214,2243
2018,1216
1219,2303
1221,2137
1224,2187
2120,1225
2102,1227
2293,1228
2044,1231
1242,2132
2091,1243
1246,2162
1247,2014
1248,2140
2262,1251
1252,2073
1253,2043
2030,1254
2274,1258
2176,1259
2269,1263
2282,1264
1266,2125
1270,2258
1271,2216
2029,1272
2189,1274
1275,2009
2112,1277
1280,2096
2129,1282
2165,1283
1285,2144
1286,2191
2013,1287
1289,2048
1293,2007
2214,1296
2006,1297
1298,2064
1301,2100
1304,2213
2305,1307
2300,1308
2022,1311
1313,2061
2295,1319
1320,2076
