group1,group2
2256,1002
2047,1003
2057,1004
1008,2152
2099,1009
1010,2168
1012,2090
2264,1016
1017,2107
1024,2030
1027,2063
1029,2234
1031,2142
2169,1032
1033,2058
1034,2181
1036,2066
2044,1037
2015,1038
2104,1044
2031,1045
2230,1048
2007,1049
2111,1050
2051,1062
1065,2085
2150,1066
1068,2193
2173,1070
2101,1071
2121,1072
1075,2005
1081,2249
2037,1085
1094,2266
1095,2195
1098,2130
1099,2009
1100,2034
2161,1101
2017,1106
2205,1107
2224,1108
1110,2084
1111,2240
1114,2194
2033,1117
2008,1124
2178,1125
1126,2143
1127,2248
1128,2052
2004,1133
1134,2221
2255,1135
2094,1136
1137,2061
1142,2025
1144,2258
1145,2260
2226,1146
2028,1150
2013,1151
1152,2038
1154,2247
2218,1155
2102,1160
1161,2250
1163,2103
2148,1168
1169,2201
1174,2136
2138,1177
1178,2241
1179,2048
1180,2270
2067,1181
2024,1188
1189,2203
2165,1190
2021,1193
2225,1195
1197,2245
1200,2217
1201,2167
2079,1204
2154,1208
1209,2109
1213,2141
1220,2045
1221,2231
2263,1222
1227,2238
1228,2123
2022,1230
2056,1231
1240,2186
2053,1243
2129,1247
1250,2100
2119,1253
1257,2117
2170,1258
2064,1261
2212,1262
2179,1263
2080,1265
2001,1268
2087,1270
