group1,group2
1004,2216
2063,1007
2227,1010
1012,2107
2067,1013
1020,2202
2130,1022
2197,1023
2155,1024
2034,1025
2175,1026
1028,2248
2215,1029
1030,2233
1033,2305
1037,2161
1038,2004
1043,2151
1045,2163
2016,1046
2186,1050
2289,1054
2090,1059
1062,2188
2300,1063
2226,1064
2209,1068
2269,1069
2232,1074
2261,1076
2265,1081
2123,1082
2019,1084
2231,1090
2259,1095
2040,1104
2278,1106
2220,1107
1109,2185
2144,1115
2111,1118
2205,1120
2260,1123
1125,2225
2129,1126
1127,2143
2149,1131
1132,2167
2254,1133
2038,1134
1137,2035
2152,1140
2172,1143
2126,1147
2268,1148
2118,1149
2154,1150
2184,1154
2292,1156
2052,1161
2281,1162
1163,2059
2122,1165
1167,2084
2156,1169
2275,1177
1182,2223
1184,2103
1186,2180
1187,2165
1188,2044
2009,1189
1191,2079
2017,1193
2116,1194
2204,1196
1199,2088
1200,2196
1201,2093
2224,1209
2250,1210
2187,1211
1212,2070
2277,1214
2101,1216
1220,2240
2176,1222
1224,2210
2241,1225
1232,2318
2193,1233
2021,1234
2263,1235
2081,1236
1239,2117
1241,2245
2056,1243
2238,1249
1252,2162
1253,2212
2039,1254
2306,1256
1261,2201
1264,2109
1268,2153
1269,2018
1272,2087
1276,2100
1277,2027
2002,1279
2014,1280
2145,1281
1283,2073
1285,2006
1286,2031
1295,2256
1297,2030
2094,1300
2080,1304
1306,2274
1308,2072
1309,2092
1310,2110
1312,2137
2230,1313
2119,1315
2112,1317
2134,1318
