group1,group2
1003,2267
1005,2050
2236,1006
2284,1008
1012,2107
1014,2192
1015,2303
1016,2131
1019,2264
2197,1023
1026,2175
2148,1034
2179,1035
2252,1041
2077,1042
1045,2163
1046,2016
1047,2036
2041,1048
1049,2219
1050,2186
1051,2142
2276,1053
1055,2068
2302,1056
2090,1059
1060,2139
1063,2300
2226,1064
1066,2285
1069,2269
1075,2082
2261,1076
2023,1078
1079,2135
1080,2194
1082,2123
1085,2057
1086,2113
2106,1089
1093,2132
2213,1099
2296,1105
1108,2298
1109,2185
2297,1113
2111,1118
1120,2205
2225,1125
2129,1126
1128,2208
2149,1131
1143,2172
1145,2085
2058,1146
1147,2126
2118,1149
1154,2184
1157,2104
2052,1161
1162,2281
2059,1163
2247,1164
1166,2272
2159,1168
2156,1169
1170,2235
1171,2060
2271,1174
2275,1177
1178,2290
1179,2008
1180,2095
1181,2177
1182,2223
1183,2025
2007,1185
2180,1186
2009,1189
2029,1192
2061,1197
2088,1199
2293,1208
1209,2224
1210,2250
1212,2070
1214,2277
1216,2101
1218,2291
2053,1219
1225,2241
2171,1228
1229,2239
1233,2193
1235,2263
1236,2081
1237,2124
2062,1240
1243,2056
2266,1246
1248,2314
2238,1249
2249,1251
2173,1255
2133,1258
2299,1263
2242,1267
2153,1268
2018,1269
1270,2127
1271,2270
2087,1272
1274,2147
2100,1276
1277,2027
2012,1282
2295,1284
1285,2006
2181,1288
2178,1290
2011,1292
1294,2042
2256,1295
1299,2294
1304,2080
2092,1309
1310,2110
1318,2134
