group1,group2
1004,2108
2164,1006
1010,2284
2208,1014
1016,2218
2042,1017
2123,1022
1023,2280
1027,2304
1030,2071
1031,2142
1034,2251
2174,1035
1038,2107
2281,1039
1040,2223
1041,2036
2028,1042
2264,1044
1045,2113
1048,2045
2011,1049
1050,2185
1052,2148
2138,1053
1058,2012
2186,1059
2143,1060
1061,2178
2246,1063
2077,1066
1070,2088
2027,1075
1078,2115
1079,2047
2101,1084
2052,1086
2309,1087
2067,1090
1093,2154
1095,2312
1097,2310
1098,2063
2054,1100
2288,1105
2240,1115
2188,1116
1118,2010
2161,1119
1123,2156
1124,2294
2308,1125
2283,1133
2224,1134
1136,2166
1138,2150
2051,1139
2023,1140
1142,2181
2066,1144
1147,2289
2155,1149
2217,1157
1158,2230
2267,1160
1162,2220
1165,2270
2171,1170
2273,1176
2131,1177
1178,2157
1183,2072
1186,2277
1191,2219
2252,1192
2025,1195
2122,1198
2033,1199
2049,1201
2024,1204
1205,2070
2320,1208
2093,1210
1211,2147
1215,2139
1227,2102
1228,2293
2059,1229
1234,2126
2210,1236
2196,1239
2091,1243
1244,2190
2014,1247
2140,1248
1249,2103
2262,1251
1253,2043
1254,2030
2037,1257
1259,2176
2269,1263
2114,1265
2125,1266
1269,2039
2258,1270
1271,2216
2221,1273
1276,2231
2235,1279
2129,1282
2165,1283
2225,1284
2048,1289
2098,1291
1292,2116
1294,2080
2058,1295
2214,1296
2082,1300
1303,2046
2213,1304
1306,2056
1307,2305
2179,1309
1311,2022
2061,1313
1320,2076
