group1,group2
1004,2108
2164,1006
2208,1014
1016,2218
2042,1017
2259,1020
2123,1022
1023,2280
1030,2071
1031,2142
2174,1035
1038,2107
2281,1039
1040,2223
1041,2036
2028,1042
2264,1044
1048,2045
2011,1049
1050,2185
2138,1053
1058,2012
2186,1059
2143,1060
1061,2178
2246,1063
2077,1066
1070,2088
2290,1072
1083,2062
2052,1086
2309,1087
2087,1088
2067,1090
1093,2154
2050,1094
1095,2312
1097,2310
2279,1106
2204,1110
1111,2253
1114,2110
2240,1115
1117,2228
1118,2010
2161,1119
1122,2315
2308,1125
2283,1133
1136,2166
1138,2150
2051,1139
2023,1140
2153,1141
1142,2181
2066,1144
1147,2289
2155,1149
1152,2311
2217,1157
2267,1160
1162,2220
1165,2270
2273,1176
1178,2157
1180,2302
2151,1181
1183,2072
1186,2277
1191,2219
2286,1193
2025,1195
2033,1199
2275,1200
1202,2159
2024,1204
1207,2291
2093,1210
1211,2147
2130,1212
1214,2243
1215,2139
2242,1222
2183,1223
1227,2102
1228,2293
2059,1229
2086,1230
2075,1232
1234,2126
2196,1239
2091,1243
1244,2190
2140,1248
1249,2103
1250,2117
2073,1252
1253,2043
1254,2030
2037,1257
1259,2176
2205,1262
2269,1263
2114,1265
2125,1266
2041,1267
1269,2039
2258,1270
1271,2216
2221,1273
2235,1279
2129,1282
2165,1283
2048,1289
1292,2116
1294,2080
2058,1295
2214,1296
2064,1298
2082,1300
2213,1304
1307,2305
2300,1308
2179,1309
1311,2022
1312,2065
2061,1313
1320,2076
