group1,group2
1001,2272
1003,2222
1013,2124
1015,2265
2218,1016
1021,2031
2211,1024
1027,2304
2271,1033
1034,2251
2281,1039
2036,1041
1053,2138
2184,1056
2134,1057
2099,1065
1066,2077
1067,2306
1073,2209
1074,2200
2027,1075
1077,2263
1080,2005
1082,2317
1085,2292
1090,2067
2154,1093
2063,1098
2104,1099
2296,1101
1102,2314
1104,2001
2035,1107
1109,2128
2253,1111
2110,1114
1115,2240
1118,2010
1119,2161
1120,2090
2069,1121
1123,2156
2294,1124
2308,1125
2299,1126
1127,2019
1128,2055
1129,2249
1130,2226
1131,2109
1132,2238
1138,2150
1141,2153
1142,2181
1143,2248
1147,2289
2155,1149
1150,2316
2081,1151
1152,2311
1154,2206
2105,1156
1157,2217
1160,2267
1163,2111
2270,1165
2229,1167
1168,2239
1171,2261
2197,1173
1176,2273
2131,1177
2244,1179
1180,2302
2151,1181
2020,1182
2177,1184
1189,2201
2172,1190
2219,1191
1193,2286
1199,2033
2159,1202
1207,2291
2320,1208
1210,2093
2130,1212
1217,2136
1218,2152
1223,2183
1224,2187
1227,2102
2293,1228
2040,1240
1241,2149
1244,2190
1246,2162
2014,1247
2103,1249
1250,2117
2037,1257
2255,1260
2121,1261
1263,2269
1267,2041
2194,1268
2039,1269
1270,2258
2231,1276
1279,2235
1280,2096
2095,1281
1287,2013
2098,1291
1297,2006
2064,1298
2082,1300
1304,2213
2245,1305
1306,2056
1308,2300
2179,1309
2065,1312
1313,2061
2084,1314
2319,1316
2118,1317
2295,1319
