group1,group2
2213,1001
2047,1003
1004,2057
2139,1014
1015,2200
1017,2107
1023,2012
1024,2030
1025,2157
1026,2092
1027,2063
2234,1029
2127,1030
2142,1031
1032,2169
2181,1034
1035,2113
1040,2153
1041,2271
1043,2172
2137,1046
2204,1047
2214,1053
1054,2149
2026,1055
2198,1058
1059,2120
2051,1062
2076,1063
2085,1065
2101,1071
2180,1073
1074,2216
2005,1075
1077,2228
1085,2037
2011,1086
2114,1087
2185,1090
1092,2065
1093,2175
2266,1094
1104,2068
2017,1106
1110,2084
1111,2240
1112,2110
1114,2194
2166,1115
1116,2095
2070,1118
1123,2219
2178,1125
1129,2187
2163,1131
1133,2004
1135,2255
2094,1136
1138,2133
2040,1140
1141,2146
1142,2025
1145,2260
1146,2226
2125,1149
2247,1154
2144,1159
2102,1160
1161,2250
1162,2265
2062,1164
1168,2148
2086,1170
1171,2164
1174,2136
1178,2241
2270,1180
1182,2097
2190,1186
2054,1187
1188,2024
2165,1190
2210,1191
2239,1192
1195,2225
2049,1196
1199,2105
1202,2043
2140,1203
1204,2079
1205,2126
2261,1207
1210,2215
1220,2045
2231,1221
2018,1223
2078,1234
2174,1236
1241,2206
2053,1243
1250,2100
2010,1252
2119,1253
2229,1254
2041,1260
2179,1263
2080,1265
2199,1267
1272,2145
