group1,group2
1009,2141
2107,1012
2303,1015
2202,1020
2130,1022
1024,2155
2034,1025
1027,2320
2233,1030
1034,2148
1035,2179
2048,1036
1037,2161
1038,2004
1039,2015
2252,1041
1043,2151
1044,2310
2041,1048
2219,1049
2068,1055
2302,1056
1060,2139
1062,2188
2316,1065
2285,1066
2169,1067
1071,2055
2115,1073
2232,1074
2082,1075
1078,2023
2160,1083
2106,1089
1092,2203
1095,2259
2170,1097
1100,2317
2312,1101
2278,1106
2136,1117
1118,2111
2069,1119
1120,2205
2304,1121
2143,1127
1129,2309
1134,2038
2035,1137
1139,2045
1142,2308
1144,2013
2126,1147
1148,2268
1150,2154
1151,2287
1157,2104
1159,2026
2052,1161
2059,1163
2156,1169
1170,2235
1171,2060
1172,2244
1175,2128
2223,1182
1183,2025
2180,1186
1189,2009
1190,2146
1191,2079
1192,2029
1196,2204
1199,2088
1201,2093
2066,1202
1203,2273
1209,2224
1212,2070
1213,2028
2277,1214
2033,1217
2291,1218
2176,1222
1228,2171
1229,2239
2214,1230
2054,1231
1232,2318
2021,1234
2124,1237
2117,1239
1240,2062
1242,2237
1243,2056
2319,1250
2173,1255
1256,2306
2229,1257
2133,1258
1263,2299
2109,1264
2242,1267
2153,1268
1270,2127
2027,1277
2145,1281
1282,2012
2073,1283
1285,2006
2031,1286
2102,1287
1288,2181
2076,1291
2311,1293
2042,1294
2256,1295
1296,2168
2294,1299
2099,1302
1305,2301
2110,1310
1311,2189
1312,2137
2230,1313
2119,1315
1316,2020
2207,1320
