group1,group2
2213,1001
2256,1002
2047,1003
1011,2118
2139,1014
1017,2107
1018,2254
1022,2046
2202,1028
1029,2234
1030,2127
2271,1041
2252,1042
2104,1044
2137,1046
1048,2230
1050,2111
1056,2036
1062,2051
2076,1063
2039,1067
1069,2050
2101,1071
2005,1075
2246,1076
2249,1081
1084,2082
1087,2114
2108,1089
1090,2185
2065,1092
2175,1093
2266,1094
2220,1096
2151,1103
2068,1104
1106,2017
2224,1108
1113,2257
2166,1115
1116,2095
1117,2033
2124,1120
2248,1127
1130,2208
2221,1134
1140,2040
1142,2025
1144,2258
1146,2226
1148,2176
2125,1149
2028,1150
2013,1151
1152,2038
1153,2083
1156,2197
2250,1161
1164,2062
1165,2042
2201,1169
2086,1170
1175,2227
2020,1176
1180,2270
2067,1181
1182,2097
1183,2158
1184,2128
1187,2054
2210,1191
2239,1192
2021,1193
1195,2225
1197,2245
1201,2167
1202,2043
1205,2126
1208,2154
1210,2215
2155,1211
1212,2091
1215,2183
1216,2207
2060,1217
2115,1219
1220,2045
2171,1224
2089,1226
2238,1227
2003,1233
2156,1235
1238,2196
1241,2206
2147,1246
1248,2269
1249,2073
2100,1250
1251,2244
2010,1252
2119,1253
2035,1255
2132,1259
2080,1265
2023,1266
2199,1267
1270,2087
1272,2145
