group1,group2
1001,2246
1002,2121
2227,1010
2221,1011
2067,1013
1018,2120
2202,1020
2022,1021
2130,1022
1027,2320
2248,1028
1030,2233
1031,2051
1032,2286
1036,2048
2004,1038
2015,1039
1040,2078
1043,2151
2310,1044
2089,1052
1054,2289
1057,2217
1061,2108
1062,2188
2055,1071
1072,2234
1074,2232
1077,2206
2265,1081
1084,2019
1087,2083
1090,2231
2140,1091
2203,1092
1094,2114
2259,1095
1097,2170
2043,1098
2317,1100
2255,1102
2166,1103
2040,1104
1107,2220
1111,2096
1112,2097
2228,1114
1115,2144
2191,1116
1119,2069
1123,2260
1124,2200
2174,1130
1132,2167
1133,2254
1134,2038
2035,1137
1138,2253
1139,2045
1140,2152
2164,1141
1144,2013
1148,2268
1150,2154
2287,1151
1152,2024
2005,1153
2280,1155
1156,2292
1167,2084
2128,1175
1176,2283
2103,1184
2165,1187
2044,1188
1190,2146
1193,2017
2116,1194
1196,2204
1198,2158
2196,1200
1202,2066
2273,1203
1205,2001
2187,1211
2028,1213
1215,2091
2315,1221
1222,2176
1224,2210
1227,2037
2021,1234
1239,2117
2245,1241
1242,2237
2282,1244
2125,1245
2211,1247
2319,1250
2212,1253
1254,2039
1259,2190
1260,2195
1261,2201
2138,1262
2109,1264
1265,2064
2288,1266
1275,2074
1278,2046
1279,2002
2145,1281
1283,2073
2031,1286
2150,1289
2279,1298
1301,2003
1302,2099
2182,1303
2189,1311
2137,1312
1313,2230
1314,2199
2119,1315
2020,1316
2112,1317
1319,2257
1320,2207
