group1,group2
2216,1004
2236,1006
1008,2284
1011,2221
2086,1017
2264,1019
2022,1021
1022,2130
1023,2197
1024,2155
2034,1025
2175,1026
1028,2248
1029,2215
2286,1032
2305,1033
2048,1036
2161,1037
2252,1041
1042,2077
1045,2163
2016,1046
1047,2036
2089,1052
1055,2068
1062,2188
2300,1063
2316,1065
2285,1066
1067,2169
1073,2115
2082,1075
1078,2023
2135,1079
1080,2194
1084,2019
1085,2057
1086,2113
2083,1087
2258,1088
2106,1089
2259,1095
2298,1108
2136,1117
2105,1122
1123,2260
2200,1124
2143,1127
2167,1132
1134,2038
2035,1137
2152,1140
2164,1141
1143,2172
2085,1145
1146,2058
1148,2268
2287,1151
1153,2005
1155,2280
2010,1158
1161,2052
2281,1162
1163,2059
1164,2247
1166,2272
2084,1167
2159,1168
2271,1174
2128,1175
1177,2275
2177,1181
1182,2223
2146,1190
1191,2079
1192,2029
2262,1195
1197,2061
2158,1198
1200,2196
2093,1201
2066,1202
1203,2273
1205,2001
2293,1208
2187,1211
2028,1213
2033,1217
2291,1218
2053,1219
2307,1223
1226,2251
2239,1229
2318,1232
1234,2021
2124,1237
2117,1239
2062,1240
1241,2245
2056,1243
1244,2282
2266,1246
1251,2249
1253,2212
1257,2229
2201,1261
2138,1262
1264,2109
1268,2153
1271,2270
2087,1272
2183,1273
2074,1275
2002,1279
1280,2014
1281,2145
1286,2031
1288,2181
2076,1291
1293,2311
1295,2256
2279,1298
1299,2294
1300,2094
1303,2182
2092,1309
2134,1318
2257,1319
