group1,group2
2246,1001
2121,1002
1004,2216
1005,2050
1007,2063
1008,2284
1009,2141
2303,1015
2131,1016
2120,1018
1020,2202
1021,2022
1022,2130
2175,1026
2248,1028
2215,1029
1033,2305
2148,1034
1035,2179
1036,2048
1039,2015
2252,1041
1042,2077
1044,2310
1051,2142
1056,2302
2071,1058
2300,1063
2269,1069
1071,2055
1073,2115
1075,2082
1078,2023
2123,1082
1085,2057
2083,1087
1091,2140
2203,1092
2132,1093
2259,1095
2198,1096
2312,1101
1102,2255
1103,2166
2040,1104
1106,2278
1107,2220
2298,1108
2065,1110
2096,1111
1113,2297
1116,2191
1117,2136
1121,2304
2200,1124
2208,1128
2309,1129
1132,2167
1133,2254
1136,2047
2035,1137
1139,2045
1141,2164
1144,2013
1146,2058
1151,2287
1153,2005
2292,1156
2104,1157
2026,1159
1162,2281
2247,1164
2122,1165
1174,2271
1175,2128
2283,1176
1185,2007
1186,2180
1187,2165
2009,1189
2146,1190
2017,1193
1196,2204
1198,2158
2088,1199
1201,2093
1205,2001
2293,1208
1209,2224
1210,2250
1215,2091
2291,1218
1220,2240
2176,1222
1227,2037
2054,1231
2318,1232
1233,2193
2157,1238
2062,1240
1242,2237
1243,2056
1244,2282
2125,1245
2212,1253
1255,2173
1260,2195
2109,1264
1266,2288
2242,1267
2153,1268
1271,2270
1272,2087
2183,1273
1275,2074
2002,1279
2073,1283
2295,1284
1287,2102
1295,2256
2294,1299
1305,2301
2222,1307
2092,1309
2137,1312
1313,2230
1314,2199
2119,1315
