group1,group2
2246,1001
2050,1005
2236,1006
2284,1008
1011,2221
1014,2192
2086,1017
2264,1019
2022,1021
1027,2320
1032,2286
2148,1034
1035,2179
2048,1036
1039,2015
1040,2078
2252,1041
2310,1044
2041,1048
2219,1049
1058,2071
1060,2139
1066,2285
1067,2169
2243,1070
1071,2055
1072,2234
1073,2115
1075,2082
1079,2135
2194,1080
1085,2057
1086,2113
2083,1087
1088,2258
1091,2140
1092,2203
1093,2132
1094,2114
1096,2198
2213,1099
1101,2312
1102,2255
2065,1110
2096,1111
1116,2191
1117,2136
1121,2304
2105,1122
2200,1124
2208,1128
1129,2309
1130,2174
1135,2313
2047,1136
2045,1139
1141,2164
2308,1142
1146,2058
2287,1151
1153,2005
2280,1155
2010,1158
2026,1159
1160,2075
1166,2272
1172,2244
2049,1173
2283,1176
2290,1178
1179,2008
2025,1183
2007,1185
1190,2146
1192,2029
1198,2158
2273,1203
2098,1204
1205,2001
2218,1206
1207,2032
2293,1208
2028,1213
1215,2091
1217,2033
1219,2053
2315,1221
2251,1226
1227,2037
2239,1229
2214,1230
1231,2054
1237,2124
2157,1238
2062,1240
2237,1242
2282,1244
2266,1246
1247,2211
1255,2173
2229,1257
2133,1258
2190,1259
2195,1260
2299,1263
1270,2127
1271,2270
2183,1273
2147,1274
1275,2074
2295,1284
2102,1287
2181,1288
2150,1289
2178,1290
2076,1291
2011,1292
1293,2311
1294,2042
1296,2168
1298,2279
1299,2294
1302,2099
1303,2182
1307,2222
2199,1314
2020,1316
1320,2207
