group1,group2
1003,2267
2216,1004
1005,2050
2236,1006
2284,1008
2141,1009
1012,2107
1015,2303
1016,2131
2086,1017
1019,2264
2197,1023
1025,2034
1026,2175
2148,1034
2179,1035
1037,2161
2077,1042
1045,2163
1047,2036
2041,1048
1049,2219
1050,2186
2276,1053
1055,2068
2302,1056
1060,2139
2226,1064
1065,2316
1067,2169
2115,1073
1075,2082
2261,1076
2023,1078
1079,2135
1080,2194
1085,2057
1086,2113
2106,1089
2198,1096
2213,1099
2312,1101
2296,1105
2278,1106
1108,2298
1109,2185
1110,2065
2297,1113
1117,2136
2111,1118
1120,2205
2304,1121
2105,1122
2225,1125
2129,1126
2143,1127
1143,2172
1145,2085
1147,2126
2118,1149
1154,2184
1157,2104
1158,2010
1162,2281
1166,2272
2159,1168
2156,1169
1170,2235
2049,1173
2271,1174
1179,2008
1181,2177
1183,2025
2007,1185
2180,1186
2009,1189
2029,1192
2061,1197
1201,2093
2098,1204
2218,1206
2293,1208
1209,2224
1210,2250
1212,2070
1216,2101
1220,2240
1225,2241
1229,2239
2214,1230
2054,1231
1233,2193
1235,2263
1236,2081
1237,2124
1243,2056
1248,2314
2238,1249
2249,1251
2162,1252
2173,1255
2306,1256
2133,1258
2299,1263
2242,1267
2153,1268
2018,1269
2087,1272
1274,2147
2100,1276
2295,1284
1285,2006
1287,2102
2181,1288
2178,1290
2011,1292
2311,1293
1294,2042
2256,1295
2168,1296
1299,2294
1304,2080
2301,1305
1307,2222
2072,1308
2092,1309
1310,2110
1318,2134
