group1,group2
1003,2267
2236,1006
1010,2227
2107,1012
2067,1013
2192,1014
1017,2086
2264,1019
2197,1023
2155,1024
1031,2051
2286,1032
2004,1038
1040,2078
2151,1043
2163,1045
1047,2036
1049,2219
2186,1050
1053,2276
2068,1055
2217,1057
1060,2139
1061,2108
1062,2188
2226,1064
2316,1065
2169,1067
2209,1068
2234,1072
2232,1074
2206,1077
1080,2194
2160,1083
2113,1086
1090,2231
1094,2114
2170,1097
1100,2317
1105,2296
2097,1112
1118,2111
1119,2069
2205,1120
2105,1122
2129,1126
1131,2149
1142,2308
1143,2172
1145,2085
2126,1147
2268,1148
1149,2118
2154,1150
1154,2184
1155,2280
1158,2010
2075,1160
2052,1161
1163,2059
1166,2272
2084,1167
2159,1168
2235,1170
1171,2060
2244,1172
1177,2275
2290,1178
2008,1179
2095,1180
1181,2177
1182,2223
2025,1183
1184,2103
1191,2079
2029,1192
2116,1194
2262,1195
2061,1197
2273,1203
1204,2098
2218,1206
1207,2032
1211,2187
2070,1212
2028,1213
2277,1214
2101,1216
2033,1217
1219,2053
1221,2315
2251,1226
1234,2021
2081,1236
1237,2124
2211,1247
2238,1249
2319,1250
2039,1254
2306,1256
2190,1259
2138,1262
1263,2299
2064,1265
1269,2018
1270,2127
2147,1274
1277,2027
1281,2145
1282,2012
1285,2006
2181,1288
1289,2150
1290,2178
1291,2076
2311,1293
2042,1294
2168,1296
1298,2279
2003,1301
1302,2099
1303,2182
1304,2080
2072,1308
1311,2189
1316,2020
2112,1317
2134,1318
