group1,group2
1003,2267
2216,1004
2284,1008
2141,1009
1012,2107
1014,2192
1016,2131
2086,1017
2197,1023
1025,2034
2148,1034
2179,1035
1037,2161
2252,1041
2077,1042
1045,2163
1046,2016
1047,2036
2041,1048
1049,2219
1050,2186
1051,2142
2276,1053
2090,1059
1060,2139
1063,2300
1065,2316
1066,2285
1067,2169
1069,2269
2115,1073
2261,1076
2023,1078
1079,2135
1080,2194
1082,2123
1085,2057
1086,2113
1093,2132
2198,1096
2312,1101
2278,1106
1108,2298
1109,2185
1110,2065
1117,2136
1120,2205
2304,1121
2105,1122
2129,1126
2143,1127
1128,2208
2149,1131
2058,1146
1147,2126
2118,1149
1157,2104
1158,2010
2052,1161
2059,1163
2247,1164
1166,2272
2159,1168
2156,1169
1170,2235
1171,2060
2049,1173
2275,1177
1178,2290
1180,2095
1181,2177
1182,2223
1183,2025
2007,1185
2180,1186
2009,1189
2029,1192
2061,1197
2088,1199
1201,2093
2098,1204
2218,1206
1210,2250
1212,2070
1214,2277
1216,2101
1218,2291
2053,1219
1220,2240
1225,2241
2171,1228
1229,2239
2214,1230
2054,1231
1233,2193
1235,2263
1236,2081
2062,1240
2266,1246
1248,2314
2238,1249
2249,1251
2162,1252
2173,1255
2306,1256
2133,1258
2299,1263
2242,1267
2018,1269
1270,2127
1271,2270
2087,1272
2100,1276
1277,2027
2012,1282
2295,1284
1285,2006
1287,2102
2181,1288
2178,1290
2311,1293
2168,1296
1299,2294
1304,2080
2301,1305
1307,2222
2072,1308
1318,2134
