group1,group2
1005,2019
2237,1006
2069,1007
2002,1013
2139,1014
2268,1019
1020,2222
2046,1022
2157,1025
2092,1026
2202,1028
1039,2211
1041,2271
1043,2172
2137,1046
1047,2204
1051,2177
2088,1052
1053,2214
1055,2026
2036,1056
1057,2131
1058,2198
1059,2120
2259,1060
2162,1061
2076,1063
1067,2039
1069,2050
2180,1073
2216,1074
2071,1078
2267,1079
2032,1080
2236,1082
2055,1083
1087,2114
2134,1091
1092,2065
1096,2220
2059,1097
1104,2068
2110,1112
1113,2257
1115,2166
2095,1116
2124,1120
2235,1121
1122,2160
2219,1123
1129,2187
2074,1132
2106,1139
1140,2040
2146,1141
2233,1143
2176,1148
1153,2083
1156,2197
1158,2159
1159,2144
1165,2042
1171,2164
1173,2122
2227,1175
2020,1176
1182,2097
1184,2128
1186,2190
1187,2054
2210,1191
2239,1192
1194,2006
1196,2049
1198,2096
2105,1199
1202,2043
1203,2140
2126,1205
1206,2188
1207,2261
1212,2091
2075,1214
2183,1215
2207,1216
2060,1217
1223,2018
2171,1224
1225,2112
2089,1226
1233,2003
1235,2156
1236,2174
2209,1237
2196,1238
1239,2242
2206,1241
2093,1242
1244,2184
1246,2147
2269,1248
2244,1251
1252,2010
1255,2035
1256,2223
1259,2132
1267,2199
1271,2232
1272,2145
