group1,group2
2015,1002
2108,1004
2256,1005
2164,1006
2234,1007
1012,2278
1014,2208
1017,2042
1018,2198
1019,2038
2123,1022
1023,2280
1025,2146
2071,1030
1031,2142
1032,2180
2174,1035
2227,1036
1037,2203
1038,2107
2028,1042
2195,1043
2113,1045
2212,1046
2045,1048
2011,1049
1050,2185
1052,2148
1055,2089
1058,2012
1061,2178
2246,1063
1068,2004
1069,2313
2088,1070
2057,1071
2290,1072
2078,1076
2047,1079
1083,2062
2087,1088
1091,2301
1092,2247
2050,1094
2021,1096
2310,1097
2085,1103
1105,2288
2279,1106
1108,2175
1110,2204
1113,2141
1116,2188
2315,1122
2224,1134
1135,2266
1137,2298
1139,2051
2023,1140
1145,2068
1153,2285
1155,2237
2167,1161
2171,1170
2202,1172
2127,1174
1175,2032
1183,2072
1185,2106
2277,1186
2268,1187
1188,2287
1194,2169
2025,1195
1197,2207
1198,2122
2307,1203
1206,2083
1209,2297
2243,1214
2139,1215
1216,2018
1219,2303
2092,1220
1225,2120
1226,2003
2059,1229
2044,1231
1232,2075
2173,1233
1234,2126
2260,1235
2210,1236
1238,2276
1239,2196
1242,2132
2091,1243
2236,1245
1251,2262
2043,1253
1255,2002
2274,1258
2176,1259
1262,2205
2282,1264
2125,1266
2216,1271
2029,1272
1273,2221
2009,1275
1277,2112
2168,1278
1283,2165
1284,2225
1286,2191
2233,1288
2048,1289
2116,1292
1293,2007
2058,1295
2100,1301
1302,2079
2046,1303
1307,2305
2158,1310
2022,1311
2008,1315
2076,1320
