group1,group2
2015,1002
2108,1004
2164,1006
2232,1008
1012,2278
1014,2208
1018,2198
1019,2038
2259,1020
2123,1022
1025,2146
1026,2135
2241,1029
2071,1030
1031,2142
2174,1035
2227,1036
1037,2203
1038,2107
1040,2223
2028,1042
2195,1043
1044,2264
2113,1045
2212,1046
1047,2074
2045,1048
1052,2148
1054,2163
1055,2089
1061,2178
2094,1062
2246,1063
1069,2313
2088,1070
2057,1071
2078,1076
1078,2115
2047,1079
1083,2062
2052,1086
1087,2309
1091,2301
1092,2247
2312,1095
2021,1096
2310,1097
2085,1103
1105,2288
2279,1106
1113,2141
1116,2188
2315,1122
1133,2283
2224,1134
1135,2266
1137,2298
1139,2051
2023,1140
1145,2068
1146,2053
1148,2060
1153,2285
1158,2230
2220,1162
2034,1169
2171,1170
2202,1172
2127,1174
1175,2032
1183,2072
1185,2106
2277,1186
1188,2287
1194,2169
2025,1195
1197,2207
1198,2122
2275,1200
2049,1201
2307,1203
1209,2297
1211,2147
2243,1214
2139,1215
1216,2018
1219,2303
1221,2137
1222,2242
1225,2120
1226,2003
2059,1229
2086,1230
1232,2075
1234,2126
2260,1235
2210,1236
1238,2276
2236,1245
1248,2140
1251,2262
2043,1253
1255,2002
2215,1256
2274,1258
1262,2205
2282,1264
1265,2114
2125,1266
2216,1271
1274,2189
2009,1275
1277,2112
1282,2129
1283,2165
1285,2144
1286,2191
2233,1288
2116,1292
1293,2007
2058,1295
1299,2119
2100,1301
1302,2079
2046,1303
1307,2305
2008,1315
2076,1320
