"","x"
"1","2216_1"
"2","2216_2"
"3","2216_3"
"4","1014_1"
"5","1014_2"
"6","1014_3"
"7","1018_1"
"8","1018_2"
"9","1018_3"
"10","1029_1"
"11","1029_2"
"12","1029_3"
"13","1036_1"
"14","1036_2"
"15","1036_3"
"16","2015_1"
"17","2015_2"
"18","2015_3"
"19","2252_1"
"20","2252_2"
"21","2252_3"
"22","2077_1"
"23","2077_2"
"24","2077_3"
"25","1047_1"
"26","1047_2"
"27","1047_3"
"28","1057_1"
"29","1057_2"
"30","1057_3"
"31","2090_1"
"32","2090_2"
"33","2090_3"
"34","1063_1"
"35","1063_2"
"36","1063_3"
"37","1069_1"
"38","1069_2"
"39","1069_3"
"40","1079_1"
"41","1079_2"
"42","1079_3"
"43","1082_1"
"44","1082_2"
"45","1082_3"
"46","1084_1"
"47","1084_2"
"48","1084_3"
"49","1090_1"
"50","1090_2"
"51","1090_3"
"52","1093_1"
"53","1093_2"
"54","1093_3"
"55","2259_1"
"56","2259_2"
"57","2259_3"
"58","1108_1"
"59","1108_2"
"60","1108_3"
"61","1109_1"
"62","1109_2"
"63","1109_3"
"64","2304_1"
"65","2304_2"
"66","2304_3"
"67","2143_1"
"68","2143_2"
"69","2143_3"
"70","2309_1"
"71","2309_2"
"72","2309_3"
"73","2174_1"
"74","2174_2"
"75","2174_3"
"76","1170_1"
"77","1170_2"
"78","1170_3"
"79","2275_1"
"80","2275_2"
"81","2275_3"
"82","1179_1"
"83","1179_2"
"84","1179_3"
"85","1181_1"
"86","1181_2"
"87","1181_3"
"88","2007_1"
"89","2007_2"
"90","2007_3"
"91","2009_1"
"92","2009_2"
"93","2009_3"
"94","2079_1"
"95","2079_2"
"96","2079_3"
"97","1205_1"
"98","1205_2"
"99","1205_3"
"100","2187_1"
"101","2187_2"
"102","2187_3"
"103","1224_1"
"104","1224_2"
"105","1224_3"
"106","1232_1"
"107","1232_2"
"108","1232_3"
"109","1236_1"
"110","1236_2"
"111","1236_3"
"112","2319_1"
"113","2319_2"
"114","2319_3"
"115","1259_1"
"116","1259_2"
"117","1259_3"
"118","1261_1"
"119","1261_2"
"120","1261_3"
"121","2109_1"
"122","2109_2"
"123","2109_3"
"124","2242_1"
"125","2242_2"
"126","2242_3"
"127","2087_1"
"128","2087_2"
"129","2087_3"
"130","1279_1"
"131","1279_2"
"132","1279_3"
"133","2012_1"
"134","2012_2"
"135","2012_3"
"136","2168_1"
"137","2168_2"
"138","2168_3"
"139","2279_1"
"140","2279_2"
