"","x"
"1","2284_1"
"2","2284_2"
"3","2284_3"
"4","2141_1"
"5","2141_2"
"6","2141_3"
"7","2221_1"
"8","2221_2"
"9","2221_3"
"10","1019_1"
"11","1019_2"
"12","1019_3"
"13","2130_1"
"14","2130_2"
"15","2130_3"
"16","1043_1"
"17","1043_2"
"18","1043_3"
"19","2310_1"
"20","2310_2"
"21","2310_3"
"22","1046_1"
"23","1046_2"
"24","1046_3"
"25","1051_1"
"26","1051_2"
"27","1051_3"
"28","2276_1"
"29","2276_2"
"30","2276_3"
"31","1067_1"
"32","1067_2"
"33","1067_3"
"34","1072_1"
"35","1072_2"
"36","1072_3"
"37","1077_1"
"38","1077_2"
"39","1077_3"
"40","2023_1"
"41","2023_2"
"42","2023_3"
"43","1080_1"
"44","1080_2"
"45","1080_3"
"46","1085_1"
"47","1085_2"
"48","1085_3"
"49","2043_1"
"50","2043_2"
"51","2043_3"
"52","2040_1"
"53","2040_2"
"54","2040_3"
"55","1107_1"
"56","1107_2"
"57","1107_3"
"58","1110_1"
"59","1110_2"
"60","1110_3"
"61","2228_1"
"62","2228_2"
"63","2228_3"
"64","2111_1"
"65","2111_2"
"66","2111_3"
"67","2225_1"
"68","2225_2"
"69","2225_3"
"70","1128_1"
"71","1128_2"
"72","1128_3"
"73","2149_1"
"74","2149_2"
"75","2149_3"
"76","1143_1"
"77","1143_2"
"78","1143_3"
"79","1147_1"
"80","1147_2"
"81","1147_3"
"82","1154_1"
"83","1154_2"
"84","1154_3"
"85","2052_1"
"86","2052_2"
"87","2052_3"
"88","2059_1"
"89","2059_2"
"90","2059_3"
"91","1166_1"
"92","1166_2"
"93","1166_3"
"94","1167_1"
"95","1167_2"
"96","1167_3"
"97","2271_1"
"98","2271_2"
"99","2271_3"
"100","2180_1"
"101","2180_2"
"102","2180_3"
"103","2262_1"
"104","2262_2"
"105","2262_3"
"106","1196_1"
"107","1196_2"
"108","1196_3"
"109","2088_1"
"110","2088_2"
"111","2088_3"
"112","2032_1"
"113","2032_2"
"114","2032_3"
"115","1212_1"
"116","1212_2"
"117","1212_3"
"118","1215_1"
"119","1215_2"
"120","1215_3"
"121","1218_1"
"122","1218_2"
"123","1218_3"
"124","1220_1"
"125","1220_2"
"126","1220_3"
"127","1222_1"
"128","1222_2"
"129","1222_3"
"130","1225_1"
"131","1225_2"
"132","1225_3"
"133","2214_1"
"134","2214_2"
"135","2214_3"
"136","2054_1"
"137","2054_2"
"138","2054_3"
"139","2021_1"
"140","2021_2"
"141","2021_3"
"142","1239_1"
"143","1239_2"
"144","1239_3"
"145","1243_1"
"146","1243_2"
"147","1243_3"
"148","2282_1"
"149","2282_2"
"150","2282_3"
"151","2212_1"
"152","2212_2"
"153","2212_3"
"154","2133_1"
"155","2133_2"
"156","2133_3"
"157","2288_1"
"158","2288_2"
"159","2288_3"
"160","1285_1"
"161","1285_2"
"162","1285_3"
"163","2178_1"
"164","2178_2"
"165","2178_3"
"166","2256_1"
"167","2256_2"
"168","2256_3"
"169","1307_1"
"170","1307_2"
"171","1307_3"
"172","1310_1"
"173","1310_2"
"174","1310_3"
"175","2189_1"
"176","2189_2"
"177","2189_3"
"178","1314_1"
"179","1314_2"
"180","1314_3"
"181","1008_1"
"182","1008_2"
"183","1008_3"
"184","1009_1"
"185","1009_2"
"186","1009_3"
"187","1011_1"
"188","1011_2"
"189","1011_3"
"190","2264_1"
"191","2264_2"
"192","2264_3"
"193","1022_1"
"194","1022_2"
"195","1022_3"
"196","2151_1"
"197","2151_2"
"198","2151_3"
"199","1044_1"
"200","1044_2"
"201","1044_3"
"202","2016_1"
"203","2016_2"
"204","2016_3"
"205","2142_1"
"206","2142_2"
"207","2142_3"
"208","1053_1"
"209","1053_2"
"210","1053_3"
"211","2169_1"
"212","2169_2"
"213","2169_3"
"214","2234_1"
"215","2234_2"
"216","2234_3"
"217","2206_1"
"218","2206_2"
"219","2206_3"
"220","1078_1"
"221","1078_2"
"222","1078_3"
"223","2194_1"
"224","2194_2"
"225","2194_3"
"226","2057_1"
"227","2057_2"
"228","2057_3"
"229","1098_1"
"230","1098_2"
"231","1098_3"
"232","1104_1"
"233","1104_2"
"234","1104_3"
"235","2220_1"
"236","2220_2"
"237","2220_3"
"238","2065_1"
"239","2065_2"
"240","2065_3"
"241","1114_1"
"242","1114_2"
"243","1114_3"
"244","1118_1"
"245","1118_2"
"246","1118_3"
"247","1125_1"
"248","1125_2"
"249","1125_3"
"250","2208_1"
"251","2208_2"
"252","2208_3"
"253","1131_1"
"254","1131_2"
"255","1131_3"
"256","2172_1"
"257","2172_2"
"258","2172_3"
"259","2126_1"
"260","2126_2"
"261","2126_3"
"262","2184_1"
"263","2184_2"
"264","2184_3"
"265","1161_1"
"266","1161_2"
"267","1161_3"
"268","1163_1"
"269","1163_2"
"270","1163_3"
"271","2272_1"
"272","2272_2"
"273","2272_3"
"274","2084_1"
"275","2084_2"
"276","2084_3"
"277","1174_1"
"278","1174_2"
"279","1174_3"
"280","1186_1"
"281","1186_2"
"282","1186_3"
"283","1195_1"
"284","1195_2"
"285","1195_3"
"286","2204_1"
"287","2204_2"
"288","2204_3"
"289","1199_1"
"290","1199_2"
"291","1199_3"
"292","1207_1"
"293","1207_2"
"294","1207_3"
"295","2070_1"
"296","2070_2"
"297","2070_3"
"298","2091_1"
"299","2091_2"
"300","2091_3"
"301","2291_1"
"302","2291_2"
"303","2291_3"
"304","2240_1"
"305","2240_2"
"306","2240_3"
"307","2176_1"
"308","2176_2"
"309","2176_3"
"310","2241_1"
"311","2241_2"
"312","2241_3"
"313","1230_1"
"314","1230_2"
"315","1230_3"
"316","1231_1"
"317","1231_2"
"318","1231_3"
"319","1234_1"
"320","1234_2"
"321","1234_3"
"322","2117_1"
"323","2117_2"
"324","2117_3"
"325","2056_1"
"326","2056_2"
"327","2056_3"
"328","1244_1"
"329","1244_2"
"330","1244_3"
"331","1253_1"
"332","1253_2"
"333","1253_3"
"334","1258_1"
"335","1258_2"
"336","1258_3"
"337","1266_1"
"338","1266_2"
"339","1266_3"
"340","2006_1"
"341","2006_2"
"342","2006_3"
"343","1290_1"
"344","1290_2"
"345","1290_3"
"346","1295_1"
"347","1295_2"
"348","1295_3"
"349","2222_1"
"350","2222_2"
"351","2222_3"
"352","2110_1"
"353","2110_2"
"354","2110_3"
"355","1311_1"
"356","1311_2"
"357","1311_3"
"358","2199_1"
"359","2199_2"
"360","2199_3"
