"","x"
"1","1001_1"
"2","1001_2"
"3","1001_3"
"4","2216_1"
"5","2216_2"
"6","2216_3"
"7","1005_1"
"8","1005_2"
"9","1005_3"
"10","2227_1"
"11","2227_2"
"12","2227_3"
"13","2086_1"
"14","2086_2"
"15","2086_3"
"16","2197_1"
"17","2197_2"
"18","2197_3"
"19","1026_1"
"20","1026_2"
"21","1026_3"
"22","2077_1"
"23","2077_2"
"24","2077_3"
"25","1047_1"
"26","1047_2"
"27","1047_3"
"28","1049_1"
"29","1049_2"
"30","1049_3"
"31","2261_1"
"32","2261_2"
"33","2261_3"
"34","1079_1"
"35","1079_2"
"36","1079_3"
"37","1082_1"
"38","1082_2"
"39","1082_3"
"40","1086_1"
"41","1086_2"
"42","1086_3"
"43","2106_1"
"44","2106_2"
"45","2106_3"
"46","2140_1"
"47","2140_2"
"48","2140_3"
"49","1094_1"
"50","1094_2"
"51","1094_3"
"52","1097_1"
"53","1097_2"
"54","1097_3"
"55","2312_1"
"56","2312_2"
"57","2312_3"
"58","1111_1"
"59","1111_2"
"60","1111_3"
"61","2297_1"
"62","2297_2"
"63","2297_3"
"64","1115_1"
"65","1115_2"
"66","1115_3"
"67","1120_1"
"68","1120_2"
"69","1120_3"
"70","2129_1"
"71","2129_2"
"72","2129_3"
"73","2309_1"
"74","2309_2"
"75","2309_3"
"76","2313_1"
"77","2313_2"
"78","2313_3"
"79","1142_1"
"80","1142_2"
"81","1142_3"
"82","1148_1"
"83","1148_2"
"84","1148_3"
"85","2287_1"
"86","2287_2"
"87","2287_3"
"88","1152_1"
"89","1152_2"
"90","1152_3"
"91","2122_1"
"92","2122_2"
"93","2122_3"
"94","2128_1"
"95","2128_2"
"96","2128_3"
"97","1176_1"
"98","1176_2"
"99","1176_3"
"100","2029_1"
"101","2029_2"
"102","2029_3"
"103","2061_1"
"104","2061_2"
"105","2061_3"
"106","2098_1"
"107","2098_2"
"108","2098_3"
"109","2028_1"
"110","2028_2"
"111","2028_3"
"112","2171_1"
"113","2171_2"
"114","2171_3"
"115","1242_1"
"116","1242_2"
"117","1242_3"
"118","2319_1"
"119","2319_2"
"120","2319_3"
"121","2249_1"
"122","2249_2"
"123","2249_3"
"124","2173_1"
"125","2173_2"
"126","2173_3"
"127","1257_1"
"128","1257_2"
"129","1257_3"
"130","1265_1"
"131","1265_2"
"132","1265_3"
"133","2087_1"
"134","2087_2"
"135","2087_3"
"136","1278_1"
"137","1278_2"
"138","1278_3"
"139","2145_1"
"140","2145_2"
"141","2145_3"
"142","2311_1"
"143","2311_2"
"144","2311_3"
"145","1299_1"
"146","1299_2"
"147","1299_3"
"148","2274_1"
"149","2274_2"
"150","2274_3"
"151","2020_1"
"152","2020_2"
"153","2020_3"
"154","2246_1"
"155","2246_2"
"156","2246_3"
"157","1004_1"
"158","1004_2"
"159","1004_3"
"160","2050_1"
"161","2050_2"
"162","2050_3"
"163","1010_1"
"164","1010_2"
"165","1010_3"
"166","1017_1"
"167","1017_2"
"168","1017_3"
"169","1023_1"
"170","1023_2"
"171","1023_3"
"172","2175_1"
"173","2175_2"
"174","2175_3"
"175","1042_1"
"176","1042_2"
"177","1042_3"
"178","2036_1"
"179","2036_2"
"180","2036_3"
"181","2219_1"
"182","2219_2"
"183","2219_3"
"184","1076_1"
"185","1076_2"
"186","1076_3"
"187","2135_1"
"188","2135_2"
"189","2135_3"
"190","2123_1"
"191","2123_2"
"192","2123_3"
"193","2113_1"
"194","2113_2"
"195","2113_3"
"196","1089_1"
"197","1089_2"
"198","1089_3"
"199","1091_1"
"200","1091_2"
"201","1091_3"
"202","2114_1"
"203","2114_2"
"204","2114_3"
"205","2170_1"
"206","2170_2"
"207","2170_3"
"208","1101_1"
"209","1101_2"
"210","1101_3"
"211","2096_1"
"212","2096_2"
"213","2096_3"
"214","1113_1"
"215","1113_2"
"216","1113_3"
"217","2144_1"
"218","2144_2"
"219","2144_3"
"220","2205_1"
"221","2205_2"
"222","2205_3"
"223","1126_1"
"224","1126_2"
"225","1126_3"
"226","1129_1"
"227","1129_2"
"228","1129_3"
"229","1135_1"
"230","1135_2"
"231","1135_3"
"232","2308_1"
"233","2308_2"
"234","2308_3"
"235","2268_1"
"236","2268_2"
"237","2268_3"
"238","1151_1"
"239","1151_2"
"240","1151_3"
"241","2024_1"
"242","2024_2"
"243","2024_3"
"244","1165_1"
"245","1165_2"
"246","1165_3"
"247","1175_1"
"248","1175_2"
"249","1175_3"
"250","2283_1"
"251","2283_2"
"252","2283_3"
"253","1192_1"
"254","1192_2"
"255","1192_3"
"256","1197_1"
"257","1197_2"
"258","1197_3"
"259","1204_1"
"260","1204_2"
"261","1204_3"
"262","1213_1"
"263","1213_2"
"264","1213_3"
"265","1228_1"
"266","1228_2"
"267","1228_3"
"268","2237_1"
"269","2237_2"
"270","2237_3"
"271","1250_1"
"272","1250_2"
"273","1250_3"
"274","1251_1"
"275","1251_2"
"276","1251_3"
"277","1255_1"
"278","1255_2"
"279","1255_3"
"280","2229_1"
"281","2229_2"
"282","2229_3"
"283","2064_1"
"284","2064_2"
"285","2064_3"
"286","1272_1"
"287","1272_2"
"288","1272_3"
"289","2046_1"
"290","2046_2"
"291","2046_3"
"292","1281_1"
"293","1281_2"
"294","1281_3"
"295","1293_1"
"296","1293_2"
"297","1293_3"
"298","2294_1"
"299","2294_2"
"300","2294_3"
"301","1306_1"
"302","1306_2"
"303","1306_3"
"304","1316_1"
"305","1316_2"
"306","1316_3"
