"","x"
"1","1002_1"
"2","1002_2"
"3","1002_3"
"4","2236_1"
"5","2236_2"
"6","2236_3"
"7","2221_1"
"8","2221_2"
"9","2221_3"
"10","2067_1"
"11","2067_2"
"12","2067_3"
"13","2022_1"
"14","2022_2"
"15","2022_3"
"16","2305_1"
"17","2305_2"
"18","2305_3"
"19","2148_1"
"20","2148_2"
"21","2148_3"
"22","2004_1"
"23","2004_2"
"24","2004_3"
"25","1045_1"
"26","1045_2"
"27","1045_3"
"28","1049_1"
"29","1049_2"
"30","1049_3"
"31","2089_1"
"32","2089_2"
"33","2089_3"
"34","1066_1"
"35","1066_2"
"36","1066_3"
"37","2160_1"
"38","2160_2"
"39","2160_3"
"40","1085_1"
"41","1085_2"
"42","1085_3"
"43","2166_1"
"44","2166_2"
"45","2166_3"
"46","2296_1"
"47","2296_2"
"48","2296_3"
"49","1107_1"
"50","1107_2"
"51","1107_3"
"52","1111_1"
"53","1111_2"
"54","1111_3"
"55","2297_1"
"56","2297_2"
"57","2297_3"
"58","2228_1"
"59","2228_2"
"60","2228_3"
"61","2111_1"
"62","2111_2"
"63","2111_3"
"64","2105_1"
"65","2105_2"
"66","2105_3"
"67","1123_1"
"68","1123_2"
"69","1123_3"
"70","2118_1"
"71","2118_2"
"72","2118_3"
"73","1150_1"
"74","1150_2"
"75","1150_3"
"76","1154_1"
"77","1154_2"
"78","1154_3"
"79","2280_1"
"80","2280_2"
"81","2280_3"
"82","2075_1"
"83","2075_2"
"84","2075_3"
"85","2247_1"
"86","2247_2"
"87","2247_3"
"88","2156_1"
"89","2156_2"
"90","2156_3"
"91","1182_1"
"92","1182_2"
"93","1182_3"
"94","2180_1"
"95","2180_2"
"96","2180_3"
"97","2044_1"
"98","2044_2"
"99","2044_3"
"100","2116_1"
"101","2116_2"
"102","2116_3"
"103","1201_1"
"104","1201_2"
"105","1201_3"
"106","2293_1"
"107","2293_2"
"108","2293_3"
"109","1210_1"
"110","1210_2"
"111","1210_3"
"112","1212_1"
"113","1212_2"
"114","1212_3"
"115","1218_1"
"116","1218_2"
"117","1218_3"
"118","2315_1"
"119","2315_2"
"120","2315_3"
"121","2214_1"
"122","2214_2"
"123","2214_3"
"124","1235_1"
"125","1235_2"
"126","1235_3"
"127","1239_1"
"128","1239_2"
"129","1239_3"
"130","1248_1"
"131","1248_2"
"132","1248_3"
"133","2162_1"
"134","2162_2"
"135","2162_3"
"136","1257_1"
"137","1257_2"
"138","1257_3"
"139","2138_1"
"140","2138_2"
"141","2138_3"
"142","2018_1"
"143","2018_2"
"144","2018_3"
"145","1270_1"
"146","1270_2"
"147","1270_3"
"148","2100_1"
"149","2100_2"
"150","2100_3"
"151","2181_1"
"152","2181_2"
"153","2181_3"
"154","2178_1"
"155","2178_2"
"156","2178_3"
"157","1301_1"
"158","1301_2"
"159","1301_3"
"160","2274_1"
"161","2274_2"
"162","2274_3"
"163","2137_1"
"164","2137_2"
"165","2137_3"
"166","1314_1"
"167","1314_2"
"168","1314_3"
"169","2020_1"
"170","2020_2"
"171","2020_3"
"172","2121_1"
"173","2121_2"
"174","2121_3"
"175","1006_1"
"176","1006_2"
"177","1006_3"
"178","1011_1"
"179","1011_2"
"180","1011_3"
"181","1013_1"
"182","1013_2"
"183","1013_3"
"184","1021_1"
"185","1021_2"
"186","1021_3"
"187","1033_1"
"188","1033_2"
"189","1033_3"
"190","1034_1"
"191","1034_2"
"192","1034_3"
"193","1038_1"
"194","1038_2"
"195","1038_3"
"196","2163_1"
"197","2163_2"
"198","2163_3"
"199","2219_1"
"200","2219_2"
"201","2219_3"
"202","1052_1"
"203","1052_2"
"204","1052_3"
"205","2285_1"
"206","2285_2"
"207","2285_3"
"208","1083_1"
"209","1083_2"
"210","1083_3"
"211","2057_1"
"212","2057_2"
"213","2057_3"
"214","1103_1"
"215","1103_2"
"216","1103_3"
"217","1105_1"
"218","1105_2"
"219","1105_3"
"220","2220_1"
"221","2220_2"
"222","2220_3"
"223","2096_1"
"224","2096_2"
"225","2096_3"
"226","1113_1"
"227","1113_2"
"228","1113_3"
"229","1114_1"
"230","1114_2"
"231","1114_3"
"232","1118_1"
"233","1118_2"
"234","1118_3"
"235","1122_1"
"236","1122_2"
"237","1122_3"
"238","2260_1"
"239","2260_2"
"240","2260_3"
"241","1149_1"
"242","1149_2"
"243","1149_3"
"244","2154_1"
"245","2154_2"
"246","2154_3"
"247","2184_1"
"248","2184_2"
"249","2184_3"
"250","1155_1"
"251","1155_2"
"252","1155_3"
"253","1160_1"
"254","1160_2"
"255","1160_3"
"256","1164_1"
"257","1164_2"
"258","1164_3"
"259","1169_1"
"260","1169_2"
"261","1169_3"
"262","2223_1"
"263","2223_2"
"264","2223_3"
"265","1186_1"
"266","1186_2"
"267","1186_3"
"268","1188_1"
"269","1188_2"
"270","1188_3"
"271","1194_1"
"272","1194_2"
"273","1194_3"
"274","2093_1"
"275","2093_2"
"276","2093_3"
"277","1208_1"
"278","1208_2"
"279","1208_3"
"280","2250_1"
"281","2250_2"
"282","2250_3"
"283","2070_1"
"284","2070_2"
"285","2070_3"
"286","2291_1"
"287","2291_2"
"288","2291_3"
"289","1221_1"
"290","1221_2"
"291","1221_3"
"292","1230_1"
"293","1230_2"
"294","1230_3"
"295","2263_1"
"296","2263_2"
"297","2263_3"
"298","2117_1"
"299","2117_2"
"300","2117_3"
"301","2314_1"
"302","2314_2"
"303","2314_3"
"304","1252_1"
"305","1252_2"
"306","1252_3"
"307","2229_1"
"308","2229_2"
"309","2229_3"
"310","1262_1"
"311","1262_2"
"312","1262_3"
"313","1269_1"
"314","1269_2"
"315","1269_3"
"316","2127_1"
"317","2127_2"
"318","2127_3"
"319","1276_1"
"320","1276_2"
"321","1276_3"
"322","1288_1"
"323","1288_2"
"324","1288_3"
"325","1290_1"
"326","1290_2"
"327","1290_3"
"328","2003_1"
"329","2003_2"
"330","2003_3"
"331","1306_1"
"332","1306_2"
"333","1306_3"
"334","1312_1"
"335","1312_2"
"336","1312_3"
"337","2199_1"
"338","2199_2"
"339","2199_3"
"340","1316_1"
"341","1316_2"
"342","1316_3"
