"","x"
"1","1002_1"
"2","1002_2"
"3","1002_3"
"4","2130_1"
"5","2130_2"
"6","2130_3"
"7","1025_1"
"8","1025_2"
"9","1025_3"
"10","2248_1"
"11","2248_2"
"12","2248_3"
"13","1036_1"
"14","1036_2"
"15","1036_3"
"16","1045_1"
"17","1045_2"
"18","1045_3"
"19","1050_1"
"20","1050_2"
"21","1050_3"
"22","1051_1"
"23","1051_2"
"24","1051_3"
"25","1054_1"
"26","1054_2"
"27","1054_3"
"28","1057_1"
"29","1057_2"
"30","1057_3"
"31","2226_1"
"32","2226_2"
"33","2226_3"
"34","2055_1"
"35","2055_2"
"36","2055_3"
"37","2261_1"
"38","2261_2"
"39","2261_3"
"40","1077_1"
"41","1077_2"
"42","1077_3"
"43","2106_1"
"44","2106_2"
"45","2106_3"
"46","2198_1"
"47","2198_2"
"48","2198_3"
"49","2043_1"
"50","2043_2"
"51","2043_3"
"52","2312_1"
"53","2312_2"
"54","2312_3"
"55","1107_1"
"56","1107_2"
"57","1107_3"
"58","1109_1"
"59","1109_2"
"60","1109_3"
"61","2225_1"
"62","2225_2"
"63","2225_3"
"64","1132_1"
"65","1132_2"
"66","1132_3"
"67","2313_1"
"68","2313_2"
"69","2313_3"
"70","2047_1"
"71","2047_2"
"72","2047_3"
"73","1147_1"
"74","1147_2"
"75","1147_3"
"76","1158_1"
"77","1158_2"
"78","1158_3"
"79","1162_1"
"80","1162_2"
"81","1162_3"
"82","2122_1"
"83","2122_2"
"84","2122_3"
"85","1166_1"
"86","1166_2"
"87","1166_3"
"88","1167_1"
"89","1167_2"
"90","1167_3"
"91","2275_1"
"92","2275_2"
"93","2275_3"
"94","2007_1"
"95","2007_2"
"96","2007_3"
"97","1201_1"
"98","1201_2"
"99","1201_3"
"100","2273_1"
"101","2273_2"
"102","2273_3"
"103","2098_1"
"104","2098_2"
"105","2098_3"
"106","1214_1"
"107","1214_2"
"108","1214_3"
"109","2033_1"
"110","2033_2"
"111","2033_3"
"112","1220_1"
"113","1220_2"
"114","1220_3"
"115","1224_1"
"116","1224_2"
"117","1224_3"
"118","2214_1"
"119","2214_2"
"120","2214_3"
"121","1233_1"
"122","1233_2"
"123","1233_3"
"124","2021_1"
"125","2021_2"
"126","2021_3"
"127","2162_1"
"128","2162_2"
"129","2162_3"
"130","2018_1"
"131","2018_2"
"132","2018_3"
"133","2150_1"
"134","2150_2"
"135","2150_3"
"136","2011_1"
"137","2011_2"
"138","2011_3"
"139","1299_1"
"140","1299_2"
"141","1299_3"
"142","2121_1"
"143","2121_2"
"144","2121_3"
"145","1022_1"
"146","1022_2"
"147","1022_3"
"148","2034_1"
"149","2034_2"
"150","2034_3"
"151","1028_1"
"152","1028_2"
"153","1028_3"
"154","2048_1"
"155","2048_2"
"156","2048_3"
"157","2163_1"
"158","2163_2"
"159","2163_3"
"160","2186_1"
"161","2186_2"
"162","2186_3"
"163","2142_1"
"164","2142_2"
"165","2142_3"
"166","2289_1"
"167","2289_2"
"168","2289_3"
"169","2217_1"
"170","2217_2"
"171","2217_3"
"172","1064_1"
"173","1064_2"
"174","1064_3"
"175","1071_1"
"176","1071_2"
"177","1071_3"
"178","1076_1"
"179","1076_2"
"180","1076_3"
"181","2206_1"
"182","2206_2"
"183","2206_3"
"184","1089_1"
"185","1089_2"
"186","1089_3"
"187","1096_1"
"188","1096_2"
"189","1096_3"
"190","1098_1"
"191","1098_2"
"192","1098_3"
"193","1101_1"
"194","1101_2"
"195","1101_3"
"196","2220_1"
"197","2220_2"
"198","2220_3"
"199","2185_1"
"200","2185_2"
"201","2185_3"
"202","1125_1"
"203","1125_2"
"204","1125_3"
"205","2167_1"
"206","2167_2"
"207","2167_3"
"208","1135_1"
"209","1135_2"
"210","1135_3"
"211","1136_1"
"212","1136_2"
"213","1136_3"
"214","2126_1"
"215","2126_2"
"216","2126_3"
"217","2010_1"
"218","2010_2"
"219","2010_3"
"220","2281_1"
"221","2281_2"
"222","2281_3"
"223","1165_1"
"224","1165_2"
"225","1165_3"
"226","2272_1"
"227","2272_2"
"228","2272_3"
"229","2084_1"
"230","2084_2"
"231","2084_3"
"232","1177_1"
"233","1177_2"
"234","1177_3"
"235","1185_1"
"236","1185_2"
"237","1185_3"
"238","2093_1"
"239","2093_2"
"240","2093_3"
"241","1203_1"
"242","1203_2"
"243","1203_3"
"244","1204_1"
"245","1204_2"
"246","1204_3"
"247","2277_1"
"248","2277_2"
"249","2277_3"
"250","1217_1"
"251","1217_2"
"252","1217_3"
"253","2240_1"
"254","2240_2"
"255","2240_3"
"256","2210_1"
"257","2210_2"
"258","2210_3"
"259","1230_1"
"260","1230_2"
"261","1230_3"
"262","2193_1"
"263","2193_2"
"264","2193_3"
"265","1234_1"
"266","1234_2"
"267","1234_3"
"268","1252_1"
"269","1252_2"
"270","1252_3"
"271","1269_1"
"272","1269_2"
"273","1269_3"
"274","1289_1"
"275","1289_2"
"276","1289_3"
"277","1292_1"
"278","1292_2"
"279","1292_3"
"280","2294_1"
"281","2294_2"
"282","2294_3"
