"","x"
"1","2216_1"
"2","2216_2"
"3","2216_3"
"4","2179_1"
"5","2179_2"
"6","2179_3"
"7","1036_1"
"8","1036_2"
"9","1036_3"
"10","1049_1"
"11","1049_2"
"12","1049_3"
"13","2261_1"
"14","2261_2"
"15","2261_3"
"16","2258_1"
"17","2258_2"
"18","2258_3"
"19","2296_1"
"20","2296_2"
"21","2296_3"
"22","2105_1"
"23","2105_2"
"24","2105_3"
"25","1132_1"
"26","1132_2"
"27","1132_3"
"28","2159_1"
"29","2159_2"
"30","2159_3"
"31","1172_1"
"32","1172_2"
"33","1172_3"
"34","2271_1"
"35","2271_2"
"36","2271_3"
"37","1180_1"
"38","1180_2"
"39","1180_3"
"40","1183_1"
"41","1183_2"
"42","1183_3"
"43","2103_1"
"44","2103_2"
"45","2103_3"
"46","2165_1"
"47","2165_2"
"48","2165_3"
"49","2009_1"
"50","2009_2"
"51","2009_3"
"52","1212_1"
"53","1212_2"
"54","1212_3"
"55","1218_1"
"56","1218_2"
"57","1218_3"
"58","1220_1"
"59","1220_2"
"60","1220_3"
"61","1225_1"
"62","1225_2"
"63","1225_3"
"64","2214_1"
"65","2214_2"
"66","2214_3"
"67","1233_1"
"68","1233_2"
"69","1233_3"
"70","1236_1"
"71","1236_2"
"72","1236_3"
"73","2157_1"
"74","2157_2"
"75","2157_3"
"76","2211_1"
"77","2211_2"
"78","2211_3"
"79","2212_1"
"80","2212_2"
"81","2212_3"
"82","2173_1"
"83","2173_2"
"84","2173_3"
"85","1257_1"
"86","1257_2"
"87","1257_3"
"88","2133_1"
"89","2133_2"
"90","2133_3"
"91","1260_1"
"92","1260_2"
"93","1260_3"
"94","2299_1"
"95","2299_2"
"96","2299_3"
"97","2242_1"
"98","2242_2"
"99","2242_3"
"100","2012_1"
"101","2012_2"
"102","2012_3"
"103","2295_1"
"104","2295_2"
"105","2295_3"
"106","2031_1"
"107","2031_2"
"108","2031_3"
"109","2072_1"
"110","2072_2"
"111","2072_3"
"112","2189_1"
"113","2189_2"
"114","2189_3"
"115","2112_1"
"116","2112_2"
"117","2112_3"
"118","1004_1"
"119","1004_2"
"120","1004_3"
"121","1035_1"
"122","1035_2"
"123","1035_3"
"124","2048_1"
"125","2048_2"
"126","2048_3"
"127","2219_1"
"128","2219_2"
"129","2219_3"
"130","1076_1"
"131","1076_2"
"132","1076_3"
"133","1088_1"
"134","1088_2"
"135","1088_3"
"136","1105_1"
"137","1105_2"
"138","1105_3"
"139","1122_1"
"140","1122_2"
"141","1122_3"
"142","2167_1"
"143","2167_2"
"144","2167_3"
"145","1168_1"
"146","1168_2"
"147","1168_3"
"148","2244_1"
"149","2244_2"
"150","2244_3"
"151","1174_1"
"152","1174_2"
"153","1174_3"
"154","2095_1"
"155","2095_2"
"156","2095_3"
"157","2025_1"
"158","2025_2"
"159","2025_3"
"160","1184_1"
"161","1184_2"
"162","1184_3"
"163","1187_1"
"164","1187_2"
"165","1187_3"
"166","1189_1"
"167","1189_2"
"168","1189_3"
"169","2070_1"
"170","2070_2"
"171","2070_3"
"172","2291_1"
"173","2291_2"
"174","2291_3"
"175","2240_1"
"176","2240_2"
"177","2240_3"
"178","2241_1"
"179","2241_2"
"180","2241_3"
"181","1230_1"
"182","1230_2"
"183","1230_3"
"184","2193_1"
"185","2193_2"
"186","2193_3"
"187","2081_1"
"188","2081_2"
"189","2081_3"
"190","1238_1"
"191","1238_2"
"192","1238_3"
"193","1247_1"
"194","1247_2"
"195","1247_3"
"196","1253_1"
"197","1253_2"
"198","1253_3"
"199","1255_1"
"200","1255_2"
"201","1255_3"
"202","2229_1"
"203","2229_2"
"204","2229_3"
"205","1258_1"
"206","1258_2"
"207","1258_3"
"208","2195_1"
"209","2195_2"
"210","2195_3"
"211","1263_1"
"212","1263_2"
"213","1263_3"
"214","1267_1"
"215","1267_2"
"216","1267_3"
"217","1282_1"
"218","1282_2"
"219","1282_3"
"220","1284_1"
"221","1284_2"
"222","1284_3"
"223","1286_1"
"224","1286_2"
"225","1286_3"
"226","1308_1"
"227","1308_2"
"228","1308_3"
"229","1311_1"
"230","1311_2"
"231","1311_3"
"232","1317_1"
"233","1317_2"
"234","1317_3"
