"","x"
"1","2221_1"
"2","2221_2"
"3","2221_3"
"4","2086_1"
"5","2086_2"
"6","2086_3"
"7","1018_1"
"8","1018_2"
"9","1018_3"
"10","1026_1"
"11","1026_2"
"12","1026_3"
"13","1029_1"
"14","1029_2"
"15","1029_3"
"16","2305_1"
"17","2305_2"
"18","2305_3"
"19","2179_1"
"20","2179_2"
"21","2179_3"
"22","1037_1"
"23","1037_2"
"24","1037_3"
"25","1047_1"
"26","1047_2"
"27","1047_3"
"28","2041_1"
"29","2041_2"
"30","2041_3"
"31","1063_1"
"32","1063_2"
"33","1063_3"
"34","2115_1"
"35","2115_2"
"36","2115_3"
"37","2160_1"
"38","2160_2"
"39","2160_3"
"40","1084_1"
"41","1084_2"
"42","1084_3"
"43","1086_1"
"44","1086_2"
"45","1086_3"
"46","2140_1"
"47","2140_2"
"48","2140_3"
"49","2317_1"
"50","2317_2"
"51","2317_3"
"52","2040_1"
"53","2040_2"
"54","2040_3"
"55","2278_1"
"56","2278_2"
"57","2278_3"
"58","2191_1"
"59","2191_2"
"60","2191_3"
"61","2111_1"
"62","2111_2"
"63","2111_3"
"64","1124_1"
"65","1124_2"
"66","1124_3"
"67","1139_1"
"68","1139_2"
"69","1139_3"
"70","1140_1"
"71","1140_2"
"72","1140_3"
"73","1144_1"
"74","1144_2"
"75","1144_3"
"76","1152_1"
"77","1152_2"
"78","1152_3"
"79","2075_1"
"80","2075_2"
"81","2075_3"
"82","2052_1"
"83","2052_2"
"84","2052_3"
"85","2059_1"
"86","2059_2"
"87","2059_3"
"88","2159_1"
"89","2159_2"
"90","2159_3"
"91","2156_1"
"92","2156_2"
"93","2156_3"
"94","2049_1"
"95","2049_2"
"96","2049_3"
"97","1179_1"
"98","1179_2"
"99","1179_3"
"100","1180_1"
"101","1180_2"
"102","1180_3"
"103","1181_1"
"104","1181_2"
"105","1181_3"
"106","2044_1"
"107","2044_2"
"108","2044_3"
"109","1190_1"
"110","1190_2"
"111","1190_3"
"112","2029_1"
"113","2029_2"
"114","2029_3"
"115","2262_1"
"116","2262_2"
"117","2262_3"
"118","2061_1"
"119","2061_2"
"120","2061_3"
"121","1205_1"
"122","1205_2"
"123","1205_3"
"124","2032_1"
"125","2032_2"
"126","2032_3"
"127","2028_1"
"128","2028_2"
"129","2028_3"
"130","1215_1"
"131","1215_2"
"132","1215_3"
"133","1218_1"
"134","1218_2"
"135","1218_3"
"136","2171_1"
"137","2171_2"
"138","2171_3"
"139","2282_1"
"140","2282_2"
"141","2282_3"
"142","2173_1"
"143","2173_2"
"144","2173_3"
"145","1271_1"
"146","1271_2"
"147","1271_3"
"148","2311_1"
"149","2311_2"
"150","2311_3"
"151","2279_1"
"152","2279_2"
"153","2279_3"
"154","1300_1"
"155","1300_2"
"156","1300_3"
"157","1302_1"
"158","1302_2"
"159","1302_3"
"160","1310_1"
"161","1310_2"
"162","1310_3"
"163","2137_1"
"164","2137_2"
"165","2137_3"
"166","2119_1"
"167","2119_2"
"168","2119_3"
"169","2112_1"
"170","2112_2"
"171","2112_3"
"172","1011_1"
"173","1011_2"
"174","1011_3"
"175","1017_1"
"176","1017_2"
"177","1017_3"
"178","2120_1"
"179","2120_2"
"180","2120_3"
"181","2175_1"
"182","2175_2"
"183","2175_3"
"184","2215_1"
"185","2215_2"
"186","2215_3"
"187","1033_1"
"188","1033_2"
"189","1033_3"
"190","1035_1"
"191","1035_2"
"192","1035_3"
"193","2161_1"
"194","2161_2"
"195","2161_3"
"196","2036_1"
"197","2036_2"
"198","2036_3"
"199","1048_1"
"200","1048_2"
"201","1048_3"
"202","2300_1"
"203","2300_2"
"204","2300_3"
"205","1073_1"
"206","1073_2"
"207","1073_3"
"208","1083_1"
"209","1083_2"
"210","1083_3"
"211","2019_1"
"212","2019_2"
"213","2019_3"
"214","2113_1"
"215","2113_2"
"216","2113_3"
"217","1091_1"
"218","1091_2"
"219","1091_3"
"220","1100_1"
"221","1100_2"
"222","1100_3"
"223","1104_1"
"224","1104_2"
"225","1104_3"
"226","1106_1"
"227","1106_2"
"228","1106_3"
"229","1116_1"
"230","1116_2"
"231","1116_3"
"232","1118_1"
"233","1118_2"
"234","1118_3"
"235","2200_1"
"236","2200_2"
"237","2200_3"
"238","2045_1"
"239","2045_2"
"240","2045_3"
"241","2152_1"
"242","2152_2"
"243","2152_3"
"244","2013_1"
"245","2013_2"
"246","2013_3"
"247","2024_1"
"248","2024_2"
"249","2024_3"
"250","1160_1"
"251","1160_2"
"252","1160_3"
"253","1161_1"
"254","1161_2"
"255","1161_3"
"256","1163_1"
"257","1163_2"
"258","1163_3"
"259","1168_1"
"260","1168_2"
"261","1168_3"
"262","1169_1"
"263","1169_2"
"264","1169_3"
"265","1173_1"
"266","1173_2"
"267","1173_3"
"268","2008_1"
"269","2008_2"
"270","2008_3"
"271","2095_1"
"272","2095_2"
"273","2095_3"
"274","2177_1"
"275","2177_2"
"276","2177_3"
"277","1188_1"
"278","1188_2"
"279","1188_3"
"280","2146_1"
"281","2146_2"
"282","2146_3"
"283","1192_1"
"284","1192_2"
"285","1192_3"
"286","1195_1"
"287","1195_2"
"288","1195_3"
"289","1197_1"
"290","1197_2"
"291","1197_3"
"292","2001_1"
"293","2001_2"
"294","2001_3"
"295","1207_1"
"296","1207_2"
"297","1207_3"
"298","1213_1"
"299","1213_2"
"300","1213_3"
"301","2091_1"
"302","2091_2"
"303","2091_3"
"304","2291_1"
"305","2291_2"
"306","2291_3"
"307","1228_1"
"308","1228_2"
"309","1228_3"
"310","1244_1"
"311","1244_2"
"312","1244_3"
"313","1255_1"
"314","1255_2"
"315","1255_3"
"316","2270_1"
"317","2270_2"
"318","2270_3"
"319","1293_1"
"320","1293_2"
"321","1293_3"
"322","1298_1"
"323","1298_2"
"324","1298_3"
"325","2094_1"
"326","2094_2"
"327","2094_3"
"328","2099_1"
"329","2099_2"
"330","2099_3"
"331","2110_1"
"332","2110_2"
"333","2110_3"
"334","1312_1"
"335","1312_2"
"336","1312_3"
"337","1315_1"
"338","1315_2"
"339","1315_3"
"340","1317_1"
"341","1317_2"
"342","1317_3"
