"","x"
"1","1012_1"
"2","1012_2"
"3","1012_3"
"4","2067_1"
"5","2067_2"
"6","2067_3"
"7","1024_1"
"8","1024_2"
"9","1024_3"
"10","1037_1"
"11","1037_2"
"12","1037_3"
"13","1040_1"
"14","1040_2"
"15","1040_3"
"16","2041_1"
"17","2041_2"
"18","2041_3"
"19","1055_1"
"20","1055_2"
"21","1055_3"
"22","1060_1"
"23","1060_2"
"24","1060_3"
"25","2115_1"
"26","2115_2"
"27","2115_3"
"28","1074_1"
"29","1074_2"
"30","1074_3"
"31","1075_1"
"32","1075_2"
"33","1075_3"
"34","2261_1"
"35","2261_2"
"36","2261_3"
"37","2265_1"
"38","2265_2"
"39","2265_3"
"40","2160_1"
"41","2160_2"
"42","2160_3"
"43","1087_1"
"44","1087_2"
"45","1087_3"
"46","2106_1"
"47","2106_2"
"48","2106_3"
"49","2203_1"
"50","2203_2"
"51","2203_3"
"52","2213_1"
"53","2213_2"
"54","2213_3"
"55","2296_1"
"56","2296_2"
"57","2296_3"
"58","2278_1"
"59","2278_2"
"60","2278_3"
"61","1111_1"
"62","1111_2"
"63","1111_3"
"64","2297_1"
"65","2297_2"
"66","2297_3"
"67","1124_1"
"68","1124_2"
"69","1124_3"
"70","1133_1"
"71","1133_2"
"72","1133_3"
"73","2313_1"
"74","2313_2"
"75","2313_3"
"76","1139_1"
"77","1139_2"
"78","1139_3"
"79","1140_1"
"80","1140_2"
"81","1140_3"
"82","1144_1"
"83","1144_2"
"84","1144_3"
"85","2026_1"
"86","2026_2"
"87","2026_3"
"88","2122_1"
"89","2122_2"
"90","2122_3"
"91","2156_1"
"92","2156_2"
"93","2156_3"
"94","1171_1"
"95","1171_2"
"96","1171_3"
"97","1172_1"
"98","1172_2"
"99","1172_3"
"100","2049_1"
"101","2049_2"
"102","2049_3"
"103","1176_1"
"104","1176_2"
"105","1176_3"
"106","2103_1"
"107","2103_2"
"108","2103_3"
"109","2165_1"
"110","2165_2"
"111","2165_3"
"112","2044_1"
"113","2044_2"
"114","2044_3"
"115","1190_1"
"116","1190_2"
"117","1190_3"
"118","2061_1"
"119","2061_2"
"120","2061_3"
"121","2293_1"
"122","2293_2"
"123","2293_3"
"124","2028_1"
"125","2028_2"
"126","2028_3"
"127","2157_1"
"128","2157_2"
"129","2157_3"
"130","1242_1"
"131","1242_2"
"132","1242_3"
"133","2249_1"
"134","2249_2"
"135","2249_3"
"136","1254_1"
"137","1254_2"
"138","1254_3"
"139","1280_1"
"140","1280_2"
"141","1280_3"
"142","2150_1"
"143","2150_2"
"144","2150_3"
"145","1291_1"
"146","1291_2"
"147","1291_3"
"148","2011_1"
"149","2011_2"
"150","2011_3"
"151","1302_1"
"152","1302_2"
"153","1302_3"
"154","1313_1"
"155","1313_2"
"156","1313_3"
"157","2107_1"
"158","2107_2"
"159","2107_3"
"160","1013_1"
"161","1013_2"
"162","1013_3"
"163","2155_1"
"164","2155_2"
"165","2155_3"
"166","2161_1"
"167","2161_2"
"168","2161_3"
"169","2078_1"
"170","2078_2"
"171","2078_3"
"172","1048_1"
"173","1048_2"
"174","1048_3"
"175","2068_1"
"176","2068_2"
"177","2068_3"
"178","2139_1"
"179","2139_2"
"180","2139_3"
"181","1073_1"
"182","1073_2"
"183","1073_3"
"184","2232_1"
"185","2232_2"
"186","2232_3"
"187","2082_1"
"188","2082_2"
"189","2082_3"
"190","1076_1"
"191","1076_2"
"192","1076_3"
"193","1081_1"
"194","1081_2"
"195","1081_3"
"196","1083_1"
"197","1083_2"
"198","1083_3"
"199","2083_1"
"200","2083_2"
"201","2083_3"
"202","1089_1"
"203","1089_2"
"204","1089_3"
"205","1092_1"
"206","1092_2"
"207","1092_3"
"208","1099_1"
"209","1099_2"
"210","1099_3"
"211","1105_1"
"212","1105_2"
"213","1105_3"
"214","1106_1"
"215","1106_2"
"216","1106_3"
"217","2096_1"
"218","2096_2"
"219","2096_3"
"220","1113_1"
"221","1113_2"
"222","1113_3"
"223","2200_1"
"224","2200_2"
"225","2200_3"
"226","2254_1"
"227","2254_2"
"228","2254_3"
"229","1135_1"
"230","1135_2"
"231","1135_3"
"232","2045_1"
"233","2045_2"
"234","2045_3"
"235","2152_1"
"236","2152_2"
"237","2152_3"
"238","2013_1"
"239","2013_2"
"240","2013_3"
"241","1159_1"
"242","1159_2"
"243","1159_3"
"244","1165_1"
"245","1165_2"
"246","1165_3"
"247","1169_1"
"248","1169_2"
"249","1169_3"
"250","2060_1"
"251","2060_2"
"252","2060_3"
"253","2244_1"
"254","2244_2"
"255","2244_3"
"256","1173_1"
"257","1173_2"
"258","1173_3"
"259","2283_1"
"260","2283_2"
"261","2283_3"
"262","1184_1"
"263","1184_2"
"264","1184_3"
"265","1187_1"
"266","1187_2"
"267","1187_3"
"268","1188_1"
"269","1188_2"
"270","1188_3"
"271","2146_1"
"272","2146_2"
"273","2146_3"
"274","1197_1"
"275","1197_2"
"276","1197_3"
"277","1208_1"
"278","1208_2"
"279","1208_3"
"280","1213_1"
"281","1213_2"
"282","1213_3"
"283","1238_1"
"284","1238_2"
"285","1238_3"
"286","2237_1"
"287","2237_2"
"288","2237_3"
"289","1251_1"
"290","1251_2"
"291","1251_3"
"292","2039_1"
"293","2039_2"
"294","2039_3"
"295","2014_1"
"296","2014_2"
"297","2014_3"
"298","1289_1"
"299","1289_2"
"300","1289_3"
"301","2076_1"
"302","2076_2"
"303","2076_3"
"304","1292_1"
"305","1292_2"
"306","1292_3"
"307","2099_1"
"308","2099_2"
"309","2099_3"
"310","2230_1"
"311","2230_2"
"312","2230_3"
