"","x"
"1","1005_1"
"2","1005_2"
"3","1005_3"
"4","2124_1"
"5","2124_2"
"6","2124_3"
"7","1023_1"
"8","1023_2"
"9","1023_3"
"10","1025_1"
"11","1025_2"
"12","1025_3"
"13","2011_1"
"14","2011_2"
"15","2011_3"
"16","1052_1"
"17","1052_2"
"18","1052_3"
"19","1054_1"
"20","1054_2"
"21","1054_3"
"22","1056_1"
"23","1056_2"
"24","1056_3"
"25","1058_1"
"26","1058_2"
"27","1058_3"
"28","1062_1"
"29","1062_2"
"30","1062_3"
"31","2313_1"
"32","2313_2"
"33","2313_3"
"34","1071_1"
"35","1071_2"
"36","1071_3"
"37","2067_1"
"38","2067_2"
"39","2067_3"
"40","2050_1"
"41","2050_2"
"42","2050_3"
"43","1096_1"
"44","1096_2"
"45","1096_3"
"46","2199_1"
"47","2199_2"
"48","2199_3"
"49","2141_1"
"50","2141_2"
"51","2141_3"
"52","1130_1"
"53","1130_2"
"54","1130_3"
"55","2224_1"
"56","2224_2"
"57","2224_3"
"58","2298_1"
"59","2298_2"
"60","2298_3"
"61","1142_1"
"62","1142_2"
"63","1142_3"
"64","1147_1"
"65","1147_2"
"66","1147_3"
"67","1148_1"
"68","1148_2"
"69","1148_3"
"70","2316_1"
"71","2316_2"
"72","2316_3"
"73","2081_1"
"74","2081_2"
"75","2081_3"
"76","1164_1"
"77","1164_2"
"78","1164_3"
"79","1168_1"
"80","1168_2"
"81","1168_3"
"82","2127_1"
"83","2127_2"
"84","2127_3"
"85","2032_1"
"86","2032_2"
"87","2032_3"
"88","1178_1"
"89","1178_2"
"90","1178_3"
"91","2151_1"
"92","2151_2"
"93","2151_3"
"94","2020_1"
"95","2020_2"
"96","2020_3"
"97","2252_1"
"98","2252_2"
"99","2252_3"
"100","2122_1"
"101","2122_2"
"102","2122_3"
"103","1202_1"
"104","1202_2"
"105","1202_3"
"106","2307_1"
"107","2307_2"
"108","2307_3"
"109","2130_1"
"110","2130_2"
"111","2130_3"
"112","2183_1"
"113","2183_2"
"114","2183_3"
"115","1225_1"
"116","1225_2"
"117","1225_3"
"118","1245_1"
"119","1245_2"
"120","1245_3"
"121","2162_1"
"122","2162_2"
"123","2162_3"
"124","2014_1"
"125","2014_2"
"126","2014_3"
"127","1254_1"
"128","1254_2"
"129","1254_3"
"130","2037_1"
"131","2037_2"
"132","2037_3"
"133","2121_1"
"134","2121_2"
"135","2121_3"
"136","2189_1"
"137","2189_2"
"138","2189_3"
"139","2235_1"
"140","2235_2"
"141","2235_3"
"142","1290_1"
"143","1290_2"
"144","1290_3"
"145","2098_1"
"146","2098_2"
"147","2098_3"
"148","2058_1"
"149","2058_2"
"150","2058_3"
"151","2079_1"
"152","2079_2"
"153","2079_3"
"154","1303_1"
"155","1303_2"
"156","1303_3"
"157","1306_1"
"158","1306_2"
"159","1306_3"
"160","1311_1"
"161","1311_2"
"162","1311_3"
"163","2295_1"
"164","2295_2"
"165","2295_3"
"166","1320_1"
"167","1320_2"
"168","1320_3"
"169","2256_1"
"170","2256_2"
"171","2256_3"
"172","1013_1"
"173","1013_2"
"174","1013_3"
"175","2280_1"
"176","2280_2"
"177","2280_3"
"178","2146_1"
"179","2146_2"
"180","2146_3"
"181","1049_1"
"182","1049_2"
"183","1049_3"
"184","2148_1"
"185","2148_2"
"186","2148_3"
"187","2163_1"
"188","2163_2"
"189","2163_3"
"190","2184_1"
"191","2184_2"
"192","2184_3"
"193","2012_1"
"194","2012_2"
"195","2012_3"
"196","2094_1"
"197","2094_2"
"198","2094_3"
"199","1069_1"
"200","1069_2"
"201","1069_3"
"202","2057_1"
"203","2057_2"
"204","2057_3"
"205","1090_1"
"206","1090_2"
"207","1090_3"
"208","1094_1"
"209","1094_2"
"210","1094_3"
"211","2021_1"
"212","2021_2"
"213","2021_3"
"214","1112_1"
"215","1112_2"
"216","1112_3"
"217","1113_1"
"218","1113_2"
"219","1113_3"
"220","2226_1"
"221","2226_2"
"222","2226_3"
"223","1134_1"
"224","1134_2"
"225","1134_3"
"226","1137_1"
"227","1137_2"
"228","1137_3"
"229","2181_1"
"230","2181_2"
"231","2181_3"
"232","2289_1"
"233","2289_2"
"234","2289_3"
"235","2060_1"
"236","2060_2"
"237","2060_3"
"238","1150_1"
"239","1150_2"
"240","1150_3"
"241","1151_1"
"242","1151_2"
"243","1151_3"
"244","2192_1"
"245","2192_2"
"246","2192_3"
"247","2239_1"
"248","2239_2"
"249","2239_3"
"250","1174_1"
"251","1174_2"
"252","1174_3"
"253","1175_1"
"254","1175_2"
"255","1175_3"
"256","2157_1"
"257","2157_2"
"258","2157_3"
"259","1181_1"
"260","1181_2"
"261","1181_3"
"262","1182_1"
"263","1182_2"
"264","1182_3"
"265","1192_1"
"266","1192_2"
"267","1192_3"
"268","1198_1"
"269","1198_2"
"270","1198_3"
"271","2159_1"
"272","2159_2"
"273","2159_3"
"274","1203_1"
"275","1203_2"
"276","1203_3"
"277","1212_1"
"278","1212_2"
"279","1212_3"
"280","1223_1"
"281","1223_2"
"282","1223_3"
"283","2120_1"
"284","2120_2"
"285","2120_3"
"286","2236_1"
"287","2236_2"
"288","2236_3"
"289","1246_1"
"290","1246_2"
"291","1246_3"
"292","1247_1"
"293","1247_2"
"294","1247_3"
"295","2030_1"
"296","2030_2"
"297","2030_3"
"298","1257_1"
"299","1257_2"
"300","1257_3"
"301","1261_1"
"302","1261_2"
"303","1261_3"
"304","1274_1"
"305","1274_2"
"306","1274_3"
"307","1279_1"
"308","1279_2"
"309","1279_3"
"310","2257_1"
"311","2257_2"
"312","2257_3"
"313","1291_1"
"314","1291_2"
"315","1291_3"
"316","1295_1"
"317","1295_2"
"318","1295_3"
"319","1302_1"
"320","1302_2"
"321","1302_3"
"322","2046_1"
"323","2046_2"
"324","2046_3"
"325","2056_1"
"326","2056_2"
"327","2056_3"
"328","2022_1"
"329","2022_2"
"330","2022_3"
"331","1319_1"
"332","1319_2"
"333","1319_3"
"334","2076_1"
"335","2076_2"
"336","2076_3"
