"","x"
"1","1016_1"
"2","1016_2"
"3","1016_3"
"4","1018_1"
"5","1018_2"
"6","1018_3"
"7","1019_1"
"8","1019_2"
"9","1019_3"
"10","1030_1"
"11","1030_2"
"12","1030_3"
"13","1031_1"
"14","1031_2"
"15","1031_3"
"16","1041_1"
"17","1041_2"
"18","1041_3"
"19","1050_1"
"20","1050_2"
"21","1050_3"
"22","2313_1"
"23","2313_2"
"24","2313_3"
"25","1070_1"
"26","1070_2"
"27","1070_3"
"28","2078_1"
"29","2078_2"
"30","2078_3"
"31","1077_1"
"32","1077_2"
"33","1077_3"
"34","1081_1"
"35","1081_2"
"36","1081_3"
"37","1083_1"
"38","1083_2"
"39","1083_3"
"40","1099_1"
"41","1099_2"
"42","1099_3"
"43","1101_1"
"44","1101_2"
"45","1101_3"
"46","2314_1"
"47","2314_2"
"48","2314_3"
"49","2199_1"
"50","2199_2"
"51","2199_3"
"52","1122_1"
"53","1122_2"
"54","1122_3"
"55","1127_1"
"56","1127_2"
"57","1127_3"
"58","2283_1"
"59","2283_2"
"60","2283_3"
"61","2298_1"
"62","2298_2"
"63","2298_3"
"64","1138_1"
"65","1138_2"
"66","1138_3"
"67","1142_1"
"68","1142_2"
"69","1142_3"
"70","2068_1"
"71","2068_2"
"72","2068_3"
"73","2081_1"
"74","2081_2"
"75","2081_3"
"76","1159_1"
"77","1159_2"
"78","1159_3"
"79","2202_1"
"80","2202_2"
"81","2202_3"
"82","2131_1"
"83","2131_2"
"84","2131_3"
"85","1189_1"
"86","1189_2"
"87","1189_3"
"88","2025_1"
"89","2025_2"
"90","2025_3"
"91","2033_1"
"92","2033_2"
"93","2033_3"
"94","2242_1"
"95","2242_2"
"96","2242_3"
"97","1228_1"
"98","1228_2"
"99","1228_3"
"100","1244_1"
"101","1244_2"
"102","1244_3"
"103","2014_1"
"104","2014_2"
"105","2014_3"
"106","2002_1"
"107","2002_2"
"108","2002_3"
"109","2121_1"
"110","2121_2"
"111","2121_3"
"112","2205_1"
"113","2205_2"
"114","2205_3"
"115","1269_1"
"116","1269_2"
"117","1269_3"
"118","2221_1"
"119","2221_2"
"120","2221_3"
"121","2233_1"
"122","2233_2"
"123","2233_3"
"124","2048_1"
"125","2048_2"
"126","2048_3"
"127","2098_1"
"128","2098_2"
"129","2098_3"
"130","1307_1"
"131","1307_2"
"132","1307_3"
"133","2300_1"
"134","2300_2"
"135","2300_3"
"136","2179_1"
"137","2179_2"
"138","2179_3"
"139","2218_1"
"140","2218_2"
"141","2218_3"
"142","2198_1"
"143","2198_2"
"144","2198_3"
"145","2038_1"
"146","2038_2"
"147","2038_3"
"148","2071_1"
"149","2071_2"
"150","2071_3"
"151","2142_1"
"152","2142_2"
"153","2142_3"
"154","2036_1"
"155","2036_2"
"156","2036_3"
"157","2185_1"
"158","2185_2"
"159","2185_3"
"160","1069_1"
"161","1069_2"
"162","1069_3"
"163","2088_1"
"164","2088_2"
"165","2088_3"
"166","1076_1"
"167","1076_2"
"168","1076_3"
"169","2263_1"
"170","2263_2"
"171","2263_3"
"172","2160_1"
"173","2160_2"
"174","2160_3"
"175","2062_1"
"176","2062_2"
"177","2062_3"
"178","2104_1"
"179","2104_2"
"180","2104_3"
"181","2296_1"
"182","2296_2"
"183","2296_3"
"184","1102_1"
"185","1102_2"
"186","1102_3"
"187","1112_1"
"188","1112_2"
"189","1112_3"
"190","2315_1"
"191","2315_2"
"192","2315_3"
"193","2019_1"
"194","2019_2"
"195","2019_3"
"196","1133_1"
"197","1133_2"
"198","1133_3"
"199","1137_1"
"200","1137_2"
"201","1137_3"
"202","2150_1"
"203","2150_2"
"204","2150_3"
"205","2181_1"
"206","2181_2"
"207","2181_3"
"208","1145_1"
"209","1145_2"
"210","1145_3"
"211","1151_1"
"212","1151_2"
"213","1151_3"
"214","2254_1"
"215","2254_2"
"216","2254_3"
"217","1172_1"
"218","1172_2"
"219","1172_3"
"220","1177_1"
"221","1177_2"
"222","1177_3"
"223","2201_1"
"224","2201_2"
"225","2201_3"
"226","1195_1"
"227","1195_2"
"228","1195_3"
"229","1199_1"
"230","1199_2"
"231","1199_3"
"232","1222_1"
"233","1222_2"
"234","1222_3"
"235","2293_1"
"236","2293_2"
"237","2293_3"
"238","2190_1"
"239","2190_2"
"240","2190_3"
"241","1247_1"
"242","1247_2"
"243","1247_3"
"244","1255_1"
"245","1255_2"
"246","1255_3"
"247","1261_1"
"248","1261_2"
"249","1261_3"
"250","1262_1"
"251","1262_2"
"252","1262_3"
"253","2039_1"
"254","2039_2"
"255","2039_3"
"256","1273_1"
"257","1273_2"
"258","1273_3"
"259","1288_1"
"260","1288_2"
"261","1288_3"
"262","1289_1"
"263","1289_2"
"264","1289_3"
"265","1291_1"
"266","1291_2"
"267","1291_3"
"268","2305_1"
"269","2305_2"
"270","2305_3"
"271","1308_1"
"272","1308_2"
"273","1308_3"
"274","1309_1"
"275","1309_2"
"276","1309_3"
