"","x"
"1","2124_1"
"2","2124_2"
"3","2124_3"
"4","2208_1"
"5","2208_2"
"6","2208_3"
"7","2265_1"
"8","2265_2"
"9","2265_3"
"10","1023_1"
"11","1023_2"
"12","1023_3"
"13","1027_1"
"14","1027_2"
"15","1027_3"
"16","1034_1"
"17","1034_2"
"18","1034_3"
"19","1045_1"
"20","1045_2"
"21","1045_3"
"22","1056_1"
"23","1056_2"
"24","1056_3"
"25","1061_1"
"26","1061_2"
"27","1061_3"
"28","1062_1"
"29","1062_2"
"30","1062_3"
"31","2246_1"
"32","2246_2"
"33","2246_3"
"34","2077_1"
"35","2077_2"
"36","2077_3"
"37","2306_1"
"38","2306_2"
"39","2306_3"
"40","2290_1"
"41","2290_2"
"42","2290_3"
"43","2317_1"
"44","2317_2"
"45","2317_3"
"46","2309_1"
"47","2309_2"
"48","2309_3"
"49","1096_1"
"50","1096_2"
"51","1096_3"
"52","1130_1"
"53","1130_2"
"54","1130_3"
"55","1132_1"
"56","1132_2"
"57","1132_3"
"58","2266_1"
"59","2266_2"
"60","2266_3"
"61","2023_1"
"62","2023_2"
"63","2023_3"
"64","2316_1"
"65","2316_2"
"66","2316_3"
"67","1156_1"
"68","1156_2"
"69","1156_3"
"70","1165_1"
"71","1165_2"
"72","1165_3"
"73","1173_1"
"74","1173_2"
"75","1173_3"
"76","2151_1"
"77","2151_2"
"78","2151_3"
"79","1183_1"
"80","1183_2"
"81","1183_3"
"82","2268_1"
"83","2268_2"
"84","2268_3"
"85","1188_1"
"86","1188_2"
"87","1188_3"
"88","2286_1"
"89","2286_2"
"90","2286_3"
"91","1194_1"
"92","1194_2"
"93","1194_3"
"94","1196_1"
"95","1196_2"
"96","1196_3"
"97","2049_1"
"98","2049_2"
"99","2049_3"
"100","1207_1"
"101","1207_2"
"102","1207_3"
"103","1214_1"
"104","1214_2"
"105","1214_3"
"106","1216_1"
"107","1216_2"
"108","1216_3"
"109","1221_1"
"110","1221_2"
"111","1221_3"
"112","2183_1"
"113","2183_2"
"114","2183_3"
"115","2075_1"
"116","2075_2"
"117","2075_3"
"118","1238_1"
"119","1238_2"
