"","x"
"1","2164_1"
"2","2164_2"
"3","2164_3"
"4","2208_1"
"5","2208_2"
"6","2208_3"
"7","2241_1"
"8","2241_2"
"9","2241_3"
"10","1031_1"
"11","1031_2"
"12","1031_3"
"13","1040_1"
"14","1040_2"
"15","1040_3"
"16","2186_1"
"17","2186_2"
"18","2186_3"
"19","1070_1"
"20","1070_2"
"21","1070_3"
"22","1077_1"
"23","1077_2"
"24","1077_3"
"25","1078_1"
"26","1078_2"
"27","1078_3"
"28","1083_1"
"29","1083_2"
"30","1083_3"
"31","2292_1"
"32","2292_2"
"33","2292_3"
"34","2309_1"
"35","2309_2"
"36","2309_3"
"37","2054_1"
"38","2054_2"
"39","2054_3"
"40","1103_1"
"41","1103_2"
"42","1103_3"
"43","1122_1"
"44","1122_2"
"45","1122_3"
"46","1128_1"
"47","1128_2"
"48","1128_3"
"49","2249_1"
"50","2249_2"
"51","2249_3"
"52","1132_1"
"53","1132_2"
"54","1132_3"
"55","2155_1"
"56","2155_2"
"57","2155_3"
"58","1159_1"
"59","1159_2"
"60","1159_3"
"61","2267_1"
"62","2267_2"
"63","2267_3"
"64","2202_1"
"65","2202_2"
"66","2202_3"
"67","2273_1"
"68","2273_2"
"69","2273_3"
"70","2131_1"
"71","2131_2"
"72","2131_3"
"73","1183_1"
"74","1183_2"
"75","1183_3"
"76","2106_1"
"77","2106_2"
"78","2106_3"
"79","1186_1"
"80","1186_2"
"81","1186_3"
"82","2025_1"
"83","2025_2"
"84","2025_3"
"85","1211_1"
"86","1211_2"
"87","1211_3"
"88","1234_1"
"89","1234_2"
"90","1234_3"
"91","2210_1"
"92","2210_2"
"93","2210_3"
"94","1242_1"
"95","1242_2"
"96","1242_3"
"97","1250_1"
"98","1250_2"
"99","1250_3"
"100","2073_1"
"101","2073_2"
"102","2073_3"
"103","1258_1"
"104","1258_2"
"105","1258_3"
"106","1259_1"
"107","1259_2"
"108","1259_3"
"109","2255_1"
"110","2255_2"
"111","2255_3"
"112","2258_1"
"113","2258_2"
"114","2258_3"
"115","1271_1"
"116","1271_2"
"117","1271_3"
"118","1275_1"
"119","1275_2"
"120","1275_3"
"121","1277_1"
"122","1277_2"
"123","1277_3"
"124","1286_1"
"125","1286_2"
"126","1286_3"
"127","1294_1"
"128","1294_2"
"129","1294_3"
"130","2300_1"
"131","2300_2"
"132","2300_3"
"133","2179_1"
"134","2179_2"
"135","2179_3"
"136","1318_1"
"137","1318_2"
"138","1318_3"
"139","1006_1"
"140","1006_2"
"141","1006_3"
"142","1014_1"
"143","1014_2"
"144","1014_3"
"145","1029_1"
"146","1029_2"
"147","1029_3"
"148","2142_1"
"149","2142_2"
"150","2142_3"
"151","2223_1"
"152","2223_2"
"153","2223_3"
"154","1059_1"
"155","1059_2"
"156","1059_3"
"157","2088_1"
"158","2088_2"
"159","2088_3"
"160","2263_1"
"161","2263_2"
"162","2263_3"
"163","2115_1"
"164","2115_2"
"165","2115_3"
"166","2062_1"
"167","2062_2"
"168","2062_3"
"169","1085_1"
"170","1085_2"
"171","1085_3"
"172","1087_1"
"173","1087_2"
"174","1087_3"
"175","1100_1"
"176","1100_2"
"177","1100_3"
"178","2085_1"
"179","2085_2"
"180","2085_3"
"181","2315_1"
"182","2315_2"
"183","2315_3"
"184","2055_1"
"185","2055_2"
"186","2055_3"
"187","1129_1"
"188","1129_2"
"189","1129_3"
"190","2238_1"
"191","2238_2"
"192","2238_3"
"193","1149_1"
"194","1149_2"
"195","1149_3"
"196","2254_1"
"197","2254_2"
"198","2254_3"
"199","1160_1"
"200","1160_2"
"201","1160_3"
"202","1172_1"
"203","1172_2"
"204","1172_3"
"205","1176_1"
"206","1176_2"
"207","1176_3"
"208","1177_1"
"209","1177_2"
"210","1177_3"
"211","2072_1"
"212","2072_2"
"213","2072_3"
"214","1185_1"
"215","1185_2"
"216","1185_3"
"217","2277_1"
"218","2277_2"
"219","2277_3"
"220","1195_1"
"221","1195_2"
"222","1195_3"
"223","2147_1"
"224","2147_2"
"225","2147_3"
"226","2126_1"
"227","2126_2"
"228","2126_3"
"229","1236_1"
"230","1236_2"
"231","1236_3"
"232","2132_1"
"233","2132_2"
"234","2132_3"
"235","2117_1"
"236","2117_2"
"237","2117_3"
"238","1252_1"
"239","1252_2"
"240","1252_3"
"241","2274_1"
"242","2274_2"
"243","2274_3"
"244","2176_1"
"245","2176_2"
"246","2176_3"
"247","1260_1"
"248","1260_2"
"249","1260_3"
"250","1270_1"
"251","1270_2"
"252","1270_3"
"253","2216_1"
"254","2216_2"
"255","2216_3"
"256","2009_1"
"257","2009_2"
"258","2009_3"
"259","2112_1"
"260","2112_2"
"261","2112_3"
"262","2191_1"
"263","2191_2"
"264","2191_3"
"265","2080_1"
"266","2080_2"
"267","2080_3"
"268","1308_1"
"269","1308_2"
"270","1308_3"
"271","1309_1"
"272","1309_2"
"273","1309_3"
"274","2097_1"
"275","2097_2"
"276","2097_3"
