"","x"
"1","1007_1"
"2","1007_2"
"3","1007_3"
"4","1008_1"
"5","1008_2"
"6","1008_3"
"7","1016_1"
"8","1016_2"
"9","1016_3"
"10","1038_1"
"11","1038_2"
"12","1038_3"
"13","1040_1"
"14","1040_2"
"15","1040_3"
"16","1054_1"
"17","1054_2"
"18","1054_3"
"19","1055_1"
"20","1055_2"
"21","1055_3"
"22","2186_1"
"23","2186_2"
"24","2186_3"
"25","2306_1"
"26","2306_2"
"27","2306_3"
"28","1070_1"
"29","1070_2"
"30","1070_3"
"31","2290_1"
"32","2290_2"
"33","2290_3"
"34","2078_1"
"35","2078_2"
"36","2078_3"
"37","1083_1"
"38","1083_2"
"39","1083_3"
"40","2292_1"
"41","2292_2"
"42","2292_3"
"43","2087_1"
"44","2087_2"
"45","2087_3"
"46","1093_1"
"47","1093_2"
"48","1093_3"
"49","2050_1"
"50","2050_2"
"51","2050_3"
"52","2054_1"
"53","2054_2"
"54","2054_3"
"55","1122_1"
"56","1122_2"
"57","1122_3"
"58","2283_1"
"59","2283_2"
"60","2283_3"
"61","2023_1"
"62","2023_2"
"63","2023_3"
"64","1142_1"
"65","1142_2"
"66","1142_3"
"67","2068_1"
"68","2068_2"
"69","2068_3"
"70","2155_1"
"71","2155_2"
"72","2155_3"
"73","1162_1"
"74","1162_2"
"75","1162_3"
"76","1168_1"
"77","1168_2"
"78","1168_3"
"79","2034_1"
"80","2034_2"
"81","2034_3"
"82","2127_1"
"83","2127_2"
"84","2127_3"
"85","2268_1"
"86","2268_2"
"87","2268_3"
"88","2025_1"
"89","2025_2"
"90","2025_3"
"91","2033_1"
"92","2033_2"
"93","2033_3"
"94","1202_1"
"95","1202_2"
"96","1202_3"
"97","1205_1"
"98","1205_2"
"99","1205_3"
"100","1206_1"
"101","1206_2"
"102","1206_3"
"103","2320_1"
"104","2320_2"
"105","2320_3"
"106","2093_1"
"107","2093_2"
"108","2093_3"
"109","2130_1"
"110","2130_2"
"111","2130_3"
"112","1215_1"
"113","1215_2"
"114","1215_3"
"115","1219_1"
"116","1219_2"
"117","1219_3"
"118","2092_1"
"119","2092_2"
"120","2092_3"
"121","1225_1"
"122","1225_2"
"123","1225_3"
"124","2059_1"
"125","2059_2"
"126","2059_3"
"127","1234_1"
"128","1234_2"
"129","1234_3"
"130","1242_1"
"131","1242_2"
"132","1242_3"
"133","2121_1"
"134","2121_2"
"135","2121_3"
"136","2269_1"
"137","2269_2"
"138","2269_3"
"139","1271_1"
"140","1271_2"
"141","1271_3"
"142","2189_1"
"143","2189_2"
"144","2189_3"
"145","1278_1"
"146","1278_2"
"147","1278_3"
"148","2095_1"
"149","2095_2"
"150","2095_3"
"151","2233_1"
"152","2233_2"
"153","2233_3"
"154","1294_1"
"155","1294_2"
"156","1294_3"
"157","2058_1"
"158","2058_2"
"159","2058_3"
"160","2214_1"
"161","2214_2"
"162","2214_3"
"163","2079_1"
"164","2079_2"
"165","2079_3"
"166","1310_1"
"167","1310_2"
"168","1310_3"
"169","2084_1"
"170","2084_2"
"171","2084_3"
"172","2008_1"
"173","2008_2"
"174","2008_3"
"175","2295_1"
"176","2295_2"
"177","2295_3"
"178","2234_1"
"179","2234_2"
"180","2234_3"
"181","2232_1"
"182","2232_2"
"183","2232_3"
"184","2218_1"
"185","2218_2"
"186","2218_3"
"187","2107_1"
"188","2107_2"
"189","2107_3"
"190","2223_1"
"191","2223_2"
"192","2223_3"
"193","2163_1"
"194","2163_2"
"195","2163_3"
"196","2089_1"
"197","2089_2"
"198","2089_3"
"199","1059_1"
"200","1059_2"
"201","1059_3"
"202","1067_1"
"203","1067_2"
"204","1067_3"
"205","2088_1"
"206","2088_2"
"207","2088_3"
"208","1072_1"
"209","1072_2"
"210","1072_3"
"211","1076_1"
"212","1076_2"
"213","1076_3"
"214","2062_1"
"215","2062_2"
"216","2062_3"
"217","1085_1"
"218","1085_2"
"219","1085_3"
"220","1088_1"
"221","1088_2"
"222","1088_3"
"223","2154_1"
"224","2154_2"
"225","2154_3"
"226","1094_1"
"227","1094_2"
"228","1094_3"
"229","1100_1"
"230","1100_2"
"231","1100_3"
"232","2315_1"
"233","2315_2"
"234","2315_3"
"235","1133_1"
"236","1133_2"
"237","1133_3"
"238","1140_1"
"239","1140_2"
"240","1140_3"
"241","2181_1"
"242","2181_2"
"243","2181_3"
"244","1145_1"
"245","1145_2"
"246","1145_3"
"247","1149_1"
"248","1149_2"
"249","1149_3"
"250","2220_1"
"251","2220_2"
"252","2220_3"
"253","2239_1"
"254","2239_2"
"255","2239_3"
"256","1169_1"
"257","1169_2"
"258","1169_3"
"259","1174_1"
"260","1174_2"
"261","1174_3"
"262","1187_1"
"263","1187_2"
"264","1187_3"
"265","1195_1"
"266","1195_2"
"267","1195_3"
"268","1199_1"
"269","1199_2"
"270","1199_3"
"271","2159_1"
"272","2159_2"
"273","2159_3"
"274","2070_1"
"275","2070_2"
"276","2070_3"
"277","2083_1"
"278","2083_2"
"279","2083_3"
"280","1208_1"
"281","1208_2"
"282","1208_3"
"283","1210_1"
"284","1210_2"
"285","1210_3"
"286","1212_1"
"287","1212_2"
"288","1212_3"
"289","2139_1"
"290","2139_2"
"291","2139_3"
"292","2303_1"
"293","2303_2"
"294","2303_3"
"295","1220_1"
"296","1220_2"
"297","1220_3"
"298","2120_1"
"299","2120_2"
"300","2120_3"
"301","1229_1"
"302","1229_2"
"303","1229_3"
"304","2126_1"
"305","2126_2"
"306","2126_3"
"307","2132_1"
"308","2132_2"
"309","2132_3"
"310","1261_1"
"311","1261_2"
"312","1261_3"
"313","1263_1"
"314","1263_2"
"315","1263_3"
"316","2216_1"
"317","2216_2"
"318","2216_3"
"319","1274_1"
"320","1274_2"
"321","1274_3"
"322","2168_1"
"323","2168_2"
"324","2168_3"
"325","1281_1"
"326","1281_2"
"327","1281_3"
"328","1288_1"
"329","1288_2"
"330","1288_3"
"331","2080_1"
"332","2080_2"
"333","2080_3"
"334","1295_1"
"335","1295_2"
"336","1295_3"
"337","1296_1"
"338","1296_2"
"339","1296_3"
"340","1302_1"
"341","1302_2"
"342","1302_3"
"343","2158_1"
"344","2158_2"
"345","2158_3"
"346","1314_1"
"347","1314_2"
"348","1314_3"
"349","1315_1"
"350","1315_2"
"351","1315_3"
"352","1319_1"
"353","1319_2"
"354","1319_3"
