"","x"
"1","1002_1"
"2","1002_2"
"3","1002_3"
"4","1007_1"
"5","1007_2"
"6","1007_3"
"7","1008_1"
"8","1008_2"
"9","1008_3"
"10","1009_1"
"11","1009_2"
"12","1009_3"
"13","1010_1"
"14","1010_2"
"15","1010_3"
"16","1011_1"
"17","1011_2"
"18","1011_3"
"19","2259_1"
"20","2259_2"
"21","2259_3"
"22","1028_1"
"23","1028_2"
"24","1028_3"
"25","1033_1"
"26","1033_2"
"27","1033_3"
"28","2195_1"
"29","2195_2"
"30","2195_3"
"31","2074_1"
"32","2074_2"
"33","2074_3"
"34","1048_1"
"35","1048_2"
"36","1048_3"
"37","2138_1"
"38","2138_2"
"39","2138_3"
"40","1064_1"
"41","1064_2"
"42","1064_3"
"43","2099_1"
"44","2099_2"
"45","2099_3"
"46","2004_1"
"47","2004_2"
"48","2004_3"
"49","2209_1"
"50","2209_2"
"51","2209_3"
"52","2027_1"
"53","2027_2"
"54","2027_3"
"55","1079_1"
"56","1079_2"
"57","1079_3"
"58","1089_1"
"59","1089_2"
"60","1089_3"
"61","1091_1"
"62","1091_2"
"63","1091_3"
"64","1092_1"
"65","1092_2"
"66","1092_3"
"67","1093_1"
"68","1093_2"
"69","1093_3"
"70","2204_1"
"71","2204_2"
"72","2204_3"
"73","2240_1"
"74","2240_2"
"75","2240_3"
"76","2161_1"
"77","2161_2"
"78","2161_3"
"79","1123_1"
"80","1123_2"
"81","1123_3"
"82","1124_1"
"83","1124_2"
"84","1124_3"
"85","2308_1"
"86","2308_2"
"87","2308_3"
"88","2299_1"
"89","2299_2"
"90","2299_3"
"91","2248_1"
"92","2248_2"
"93","2248_3"
"94","2066_1"
"95","2066_2"
"96","2066_3"
"97","2034_1"
"98","2034_2"
"99","2034_3"
"100","2244_1"
"101","2244_2"
"102","2244_3"
"103","2275_1"
"104","2275_2"
"105","2275_3"
"106","2024_1"
"107","2024_2"
"108","2024_3"
"109","1206_1"
"110","1206_2"
"111","1206_3"
"112","1209_1"
"113","1209_2"
"114","1209_3"
"115","1215_1"
"116","1215_2"
"117","1215_3"
"118","1217_1"
"119","1217_2"
"120","1217_3"
"121","2086_1"
"122","2086_2"
"123","2086_3"
"124","2026_1"
"125","2026_2"
"126","2026_3"
"127","2140_1"
"128","2140_2"
"129","2140_3"
"130","1249_1"
"131","1249_2"
"132","1249_3"
"133","2262_1"
"134","2262_2"
"135","2262_3"
"136","1253_1"
"137","1253_2"
"138","1253_3"
"139","1268_1"
"140","1268_2"
"141","1268_3"
"142","2225_1"
"143","2225_2"
"144","2225_3"
"145","2013_1"
"146","2013_2"
"147","2013_3"
"148","2119_1"
"149","2119_2"
"150","2119_3"
"151","2213_1"
"152","2213_2"
"153","2213_3"
"154","1312_1"
"155","1312_2"
"156","1312_3"
"157","1317_1"
"158","1317_2"
"159","1317_3"
"160","2015_1"
"161","2015_2"
"162","2015_3"
"163","2234_1"
"164","2234_2"
"165","2234_3"
"166","2232_1"
"167","2232_2"
"168","2232_3"
"169","2170_1"
"170","2170_2"
"171","2170_3"
"172","2284_1"
"173","2284_2"
"174","2284_3"
"175","2250_1"
"176","2250_2"
"177","2250_3"
"178","1020_1"
"179","1020_2"
"180","1020_3"
"181","2017_1"
"182","2017_2"
"183","2017_3"
"184","2271_1"
"185","2271_2"
"186","2271_3"
"187","1043_1"
"188","1043_2"
"189","1043_3"
"190","1047_1"
"191","1047_2"
"192","1047_3"
"193","2045_1"
"194","2045_2"
"195","2045_3"
"196","1053_1"
"197","1053_2"
"198","1053_3"
"199","2145_1"
"200","2145_2"
"201","2145_3"
"202","1065_1"
"203","1065_2"
"204","1065_3"
"205","1068_1"
"206","1068_2"
"207","1068_3"
"208","1073_1"
"209","1073_2"
"210","1073_3"
"211","1075_1"
"212","1075_2"
"213","1075_3"
"214","2047_1"
"215","2047_2"
"216","2047_3"
"217","2318_1"
"218","2318_2"
"219","2318_3"
"220","2301_1"
"221","2301_2"
"222","2301_3"
"223","2247_1"
"224","2247_2"
"225","2247_3"
"226","2154_1"
"227","2154_2"
"228","2154_3"
"229","1110_1"
"230","1110_2"
"231","1110_3"
"232","1115_1"
"233","1115_2"
"234","1115_3"
"235","1119_1"
"236","1119_2"
"237","1119_3"
"238","2156_1"
"239","2156_2"
"240","2156_3"
"241","2294_1"
"242","2294_2"
"243","2294_3"
"244","1125_1"
"245","1125_2"
"246","1125_3"
"247","1126_1"
"248","1126_2"
"249","1126_3"
"250","1143_1"
"251","1143_2"
"252","1143_3"
"253","1144_1"
"254","1144_2"
"255","1144_3"
"256","1169_1"
"257","1169_2"
"258","1169_3"
"259","1179_1"
"260","1179_2"
"261","1179_3"
"262","1200_1"
"263","1200_2"
"264","1200_3"
"265","1204_1"
"266","1204_2"
"267","1204_3"
"268","2083_1"
"269","2083_2"
"270","2083_3"
"271","2297_1"
"272","2297_2"
"273","2297_3"
"274","2139_1"
"275","2139_2"
"276","2139_3"
"277","2136_1"
"278","2136_2"
"279","2136_3"
"280","1230_1"
"281","1230_2"
"282","1230_3"
"283","1237_1"
"284","1237_2"
"285","1237_3"
"286","1248_1"
"287","1248_2"
"288","1248_3"
"289","2103_1"
"290","2103_2"
"291","2103_3"
"292","1251_1"
"293","1251_2"
"294","1251_3"
"295","2043_1"
"296","2043_2"
"297","2043_3"
"298","2194_1"
"299","2194_2"
"300","2194_3"
"301","1284_1"
"302","1284_2"
"303","1284_3"
"304","1287_1"
"305","1287_2"
"306","1287_3"
"307","1299_1"
"308","1299_2"
"309","1299_3"
"310","1304_1"
"311","1304_2"
"312","1304_3"
"313","2065_1"
"314","2065_2"
"315","2065_3"
"316","2118_1"
"317","2118_2"
"318","2118_3"
