"","x"
"1","1008_1"
"2","1008_2"
"3","1008_3"
"4","1021_1"
"5","1021_2"
"6","1021_3"
"7","2281_1"
"8","2281_2"
"9","2281_3"
"10","2074_1"
"11","2074_2"
"12","2074_3"
"13","2138_1"
"14","2138_2"
"15","2138_3"
"16","1078_1"
"17","1078_2"
"18","1078_3"
"19","2005_1"
"20","2005_2"
"21","2005_3"
"22","2292_1"
"23","2292_2"
"24","2292_3"
"25","1089_1"
"26","1089_2"
"27","1089_3"
"28","1091_1"
"29","1091_2"
"30","1091_3"
"31","1093_1"
"32","1093_2"
"33","1093_3"
"34","2050_1"
"35","2050_2"
"36","2050_3"
"37","2314_1"
"38","2314_2"
"39","2314_3"
"40","2175_1"
"41","2175_2"
"42","2175_3"
"43","2240_1"
"44","2240_2"
"45","2240_3"
"46","1122_1"
"47","1122_2"
"48","1122_3"
"49","1130_1"
"50","1130_2"
"51","1130_3"
"52","1131_1"
"53","1131_2"
"54","1131_3"
"55","1136_1"
"56","1136_2"
"57","1136_3"
"58","1142_1"
"59","1142_2"
"60","1142_3"
"61","2248_1"
"62","2248_2"
"63","2248_3"
"64","2167_1"
"65","2167_2"
"66","2167_3"
"67","1165_1"
"68","1165_2"
"69","1165_3"
"70","2032_1"
"71","2032_2"
"72","2032_3"
"73","2151_1"
"74","2151_2"
"75","2151_3"
"76","2122_1"
"77","2122_2"
"78","2122_3"
"79","1206_1"
"80","1206_2"
"81","1206_3"
"82","1219_1"
"83","1219_2"
"84","1219_3"
"85","2187_1"
"86","2187_2"
"87","2187_3"
"88","1227_1"
"89","1227_2"
"90","1227_3"
"91","1228_1"
"92","1228_2"
"93","1228_3"
"94","1240_1"
"95","1240_2"
"96","1240_3"
"97","1244_1"
"98","1244_2"
"99","1244_3"
"100","1245_1"
"101","1245_2"
"102","1245_3"
"103","2037_1"
"104","2037_2"
"105","2037_3"
"106","1259_1"
"107","1259_2"
"108","1259_3"
"109","2121_1"
"110","2121_2"
"111","2121_3"
"112","2114_1"
"113","2114_2"
"114","2114_3"
"115","1292_1"
"116","1292_2"
"117","1292_3"
"118","1294_1"
"119","1294_2"
"120","1294_3"
"121","2079_1"
"122","2079_2"
"123","2079_3"
"124","2213_1"
"125","2213_2"
"126","2213_3"
"127","1311_1"
"128","1311_2"
"129","1311_3"
"130","1316_1"
"131","1316_2"
"132","1316_3"
"133","1317_1"
"134","1317_2"
"135","1317_3"
"136","2232_1"
"137","2232_2"
"138","2232_3"
"139","2031_1"
"140","2031_2"
"141","2031_3"
"142","1039_1"
"143","1039_2"
"144","1039_3"
"145","1047_1"
"146","1047_2"
"147","1047_3"
"148","1053_1"
"149","1053_2"
"150","1053_3"
"151","2115_1"
"152","2115_2"
"153","2115_3"
"154","1080_1"
"155","1080_2"
"156","1080_3"
"157","1085_1"
"158","1085_2"
"159","1085_3"
"160","2318_1"
"161","2318_2"
"162","2318_3"
"163","2301_1"
"164","2301_2"
"165","2301_3"
"166","2154_1"
"167","2154_2"
"168","2154_3"
"169","1094_1"
"170","1094_2"
"171","1094_3"
"172","1102_1"
"173","1102_2"
"174","1102_3"
"175","1108_1"
"176","1108_2"
"177","1108_3"
"178","1115_1"
"179","1115_2"
"180","1115_3"
"181","2315_1"
"182","2315_2"
"183","2315_3"
"184","2226_1"
"185","2226_2"
"186","2226_3"
"187","2109_1"
"188","2109_2"
"189","2109_3"
"190","2166_1"
"191","2166_2"
"192","2166_3"
"193","2181_1"
"194","2181_2"
"195","2181_3"
"196","1143_1"
"197","1143_2"
"198","1143_3"
"199","1161_1"
"200","1161_2"
"201","1161_3"
"202","2270_1"
"203","2270_2"
"204","2270_3"
"205","1175_1"
"206","1175_2"
"207","1175_3"
"208","1181_1"
"209","1181_2"
"210","1181_3"
"211","1198_1"
"212","1198_2"
"213","1198_3"
"214","2083_1"
"215","2083_2"
"216","2083_3"
"217","2303_1"
"218","2303_2"
"219","2303_3"
"220","1224_1"
"221","1224_2"
"222","1224_3"
"223","2102_1"
"224","2102_2"
"225","2102_3"
"226","2293_1"
"227","2293_2"
"228","2293_3"
"229","2040_1"
"230","2040_2"
"231","2040_3"
"232","2190_1"
"233","2190_2"
"234","2190_3"
"235","2236_1"
"236","2236_2"
"237","2236_3"
"238","1257_1"
"239","1257_2"
"240","1257_3"
"241","2176_1"
"242","2176_2"
"243","2176_3"
"244","1261_1"
"245","1261_2"
"246","1261_3"
"247","1265_1"
"248","1265_2"
"249","1265_3"
"250","2116_1"
"251","2116_2"
"252","2116_3"
"253","2080_1"
"254","2080_2"
"255","2080_3"
"256","1302_1"
"257","1302_2"
"258","1302_3"
"259","1304_1"
"260","1304_2"
"261","1304_3"
"262","2022_1"
"263","2022_2"
"264","2022_3"
"265","2319_1"
"266","2319_2"
"267","2319_3"
"268","2118_1"
"269","2118_2"
"270","2118_3"
