"","x"
"1","1002_1"
"2","1002_2"
"3","1002_3"
"4","1009_1"
"5","1009_2"
"6","1009_3"
"7","1011_1"
"8","1011_2"
"9","1011_3"
"10","2208_1"
"11","2208_2"
"12","2208_3"
"13","1016_1"
"14","1016_2"
"15","1016_3"
"16","2259_1"
"17","2259_2"
"18","2259_3"
"19","1028_1"
"20","1028_2"
"21","1028_3"
"22","1033_1"
"23","1033_2"
"24","1033_3"
"25","2174_1"
"26","2174_2"
"27","2174_3"
"28","1045_1"
"29","1045_2"
"30","1045_3"
"31","2138_1"
"32","2138_2"
"33","2138_3"
"34","2186_1"
"35","2186_2"
"36","2186_3"
"37","1064_1"
"38","1064_2"
"39","1064_3"
"40","1070_1"
"41","1070_2"
"42","1070_3"
"43","2209_1"
"44","2209_2"
"45","2209_3"
"46","2005_1"
"47","2005_2"
"48","2005_3"
"49","2035_1"
"50","2035_2"
"51","2035_3"
"52","2175_1"
"53","2175_2"
"54","2175_3"
"55","1122_1"
"56","1122_2"
"57","1122_3"
"58","1127_1"
"59","1127_2"
"60","1127_3"
"61","1131_1"
"62","1131_2"
"63","1131_3"
"64","1152_1"
"65","1152_2"
"66","1152_3"
"67","1158_1"
"68","1158_2"
"69","1158_3"
"70","1165_1"
"71","1165_2"
"72","1165_3"
"73","1166_1"
"74","1166_2"
"75","1166_3"
"76","1180_1"
"77","1180_2"
"78","1180_3"
"79","1188_1"
"80","1188_2"
"81","1188_3"
"82","2172_1"
"83","2172_2"
"84","2172_3"
"85","2025_1"
"86","2025_2"
"87","2025_3"
"88","2033_1"
"89","2033_2"
"90","2033_3"
"91","1218_1"
"92","1218_2"
"93","1218_3"
"94","2092_1"
"95","2092_2"
"96","2092_3"
"97","2059_1"
"98","2059_2"
"99","2059_3"
"100","1235_1"
"101","1235_2"
"102","1235_3"
"103","2140_1"
"104","2140_2"
"105","2140_3"
"106","1250_1"
"107","1250_2"
"108","1250_3"
"109","1253_1"
"110","1253_2"
"111","1253_3"
"112","2255_1"
"113","2255_2"
"114","2255_3"
"115","2269_1"
"116","2269_2"
"117","2269_3"
"118","2282_1"
"119","2282_2"
"120","2282_3"
"121","1268_1"
"122","1268_2"
"123","1268_3"
"124","1271_1"
"125","1271_2"
"126","1271_3"
"127","2029_1"
"128","2029_2"
"129","2029_3"
"130","1277_1"
"131","1277_2"
"132","1277_3"
"133","2096_1"
"134","2096_2"
"135","2096_3"
"136","2165_1"
"137","2165_2"
"138","2165_3"
"139","1285_1"
"140","1285_2"
"141","1285_3"
"142","2013_1"
"143","2013_2"
"144","2013_3"
"145","2048_1"
"146","2048_2"
"147","2048_3"
"148","2082_1"
"149","2082_2"
"150","2082_3"
"151","2213_1"
"152","2213_2"
"153","2213_3"
"154","1316_1"
"155","1316_2"
"156","1316_3"
"157","1317_1"
"158","1317_2"
"159","1317_3"
"160","2015_1"
"161","2015_2"
"162","2015_3"
"163","2170_1"
"164","2170_2"
"165","2170_3"
"166","2250_1"
"167","2250_2"
"168","2250_3"
"169","1014_1"
"170","1014_2"
"171","1014_3"
"172","2218_1"
"173","2218_2"
"174","2218_3"
"175","1020_1"
"176","1020_2"
"177","1020_3"
"178","2017_1"
"179","2017_2"
"180","2017_3"
"181","2271_1"
"182","2271_2"
"183","2271_3"
"184","1035_1"
"185","1035_2"
"186","1035_3"
"187","2113_1"
"188","2113_2"
"189","2113_3"
"190","1053_1"
"191","1053_2"
"192","1053_3"
"193","1059_1"
"194","1059_2"
"195","1059_3"
"196","2145_1"
"197","2145_2"
"198","2145_3"
"199","2088_1"
"200","2088_2"
"201","2088_3"
"202","1073_1"
"203","1073_2"
"204","1073_3"
"205","1080_1"
"206","1080_2"
"207","1080_3"
"208","1107_1"
"209","1107_2"
"210","1107_3"
"211","1108_1"
"212","1108_2"
"213","1108_3"
"214","2315_1"
"215","2315_2"
"216","2315_3"
"217","2019_1"
"218","2019_2"
"219","2019_3"
"220","2109_1"
"221","2109_2"
"222","2109_3"
"223","2311_1"
"224","2311_2"
"225","2311_3"
"226","2230_1"
"227","2230_2"
"228","2230_3"
"229","2270_1"
"230","2270_2"
"231","2270_3"
"232","2016_1"
"233","2016_2"
"234","2016_3"
"235","2302_1"
"236","2302_2"
"237","2302_3"
"238","2287_1"
"239","2287_2"
"240","2287_3"
"241","1190_1"
"242","1190_2"
"243","1190_3"
"244","1195_1"
"245","1195_2"
"246","1195_3"
"247","1199_1"
"248","1199_2"
"249","1199_3"
"250","2152_1"
"251","2152_2"
"252","2152_3"
"253","1220_1"
"254","1220_2"
"255","1220_3"
"256","1229_1"
"257","1229_2"
"258","1229_3"
"259","2260_1"
"260","2260_2"
"261","2260_3"
"262","1248_1"
"263","1248_2"
"264","1248_3"
"265","2117_1"
"266","2117_2"
"267","2117_3"
"268","2043_1"
"269","2043_2"
"270","2043_3"
"271","1260_1"
"272","1260_2"
"273","1260_3"
"274","1263_1"
"275","1263_2"
"276","1263_3"
"277","1264_1"
"278","1264_2"
"279","1264_3"
"280","2194_1"
"281","2194_2"
"282","2194_3"
"283","2216_1"
"284","2216_2"
"285","2216_3"
"286","1272_1"
"287","1272_2"
"288","1272_3"
"289","2112_1"
"290","2112_2"
"291","2112_3"
"292","1280_1"
"293","1280_2"
"294","1280_3"
"295","1283_1"
"296","1283_2"
"297","1283_3"
"298","2144_1"
"299","2144_2"
"300","2144_3"
"301","1287_1"
"302","1287_2"
"303","1287_3"
"304","1289_1"
"305","1289_2"
"306","1289_3"
"307","1300_1"
"308","1300_2"
"309","1300_3"
"310","1304_1"
"311","1304_2"
"312","1304_3"
"313","2319_1"
"314","2319_2"
"315","2319_3"
"316","2118_1"
"317","2118_2"
"318","2118_3"
