"","x"
"1","2272_1"
"2","2272_2"
"3","2272_3"
"4","2123_1"
"5","2123_2"
"6","2123_3"
"7","2135_1"
"8","2135_2"
"9","2135_3"
"10","1027_1"
"11","1027_2"
"12","1027_3"
"13","1034_1"
"14","1034_2"
"15","1034_3"
"16","2281_1"
"17","2281_2"
"18","2281_3"
"19","1041_1"
"20","1041_2"
"21","1041_3"
"22","2264_1"
"23","2264_2"
"24","2264_3"
"25","1046_1"
"26","1046_2"
"27","1046_3"
"28","2143_1"
"29","2143_2"
"30","2143_3"
"31","2246_1"
"32","2246_2"
"33","2246_3"
"34","2200_1"
"35","2200_2"
"36","2200_3"
"37","2005_1"
"38","2005_2"
"39","2005_3"
"40","1099_1"
"41","1099_2"
"42","1099_3"
"43","2175_1"
"44","2175_2"
"45","2175_3"
"46","1118_1"
"47","1118_2"
"48","1118_3"
"49","1120_1"
"50","1120_2"
"51","1120_3"
"52","1121_1"
"53","1121_2"
"54","1121_3"
"55","1127_1"
"56","1127_2"
"57","1127_3"
"58","1131_1"
"59","1131_2"
"60","1131_3"
"61","1136_1"
"62","1136_2"
"63","1136_3"
"64","2051_1"
"65","2051_2"
"66","2051_3"
"67","1146_1"
"68","1146_2"
"69","1146_3"
"70","1156_1"
"71","1156_2"
"72","1156_3"
"73","2167_1"
"74","2167_2"
"75","2167_3"
"76","1163_1"
"77","1163_2"
"78","1163_3"
"79","1166_1"
"80","1166_2"
"81","1166_3"
"82","2229_1"
"83","2229_2"
"84","2229_3"
"85","2171_1"
"86","2171_2"
"87","2171_3"
"88","2261_1"
"89","2261_2"
"90","2261_3"
"91","2286_1"
"92","2286_2"
"93","2286_3"
"94","2207_1"
"95","2207_2"
"96","2207_3"
"97","2049_1"
"98","2049_2"
"99","2049_3"
"100","1216_1"
"101","1216_2"
"102","1216_3"
"103","1218_1"
"104","1218_2"
"105","1218_3"
"106","2242_1"
"107","2242_2"
"108","2242_3"
"109","2187_1"
"110","2187_2"
"111","2187_3"
"112","2075_1"
"113","2075_2"
"114","2075_3"
"115","1235_1"
"116","1235_2"
"117","1235_3"
"118","1238_1"
"119","1238_2"
"120","1238_3"
"121","2196_1"
"122","2196_2"
"123","2196_3"
"124","2149_1"
"125","2149_2"
"126","2149_3"
"127","1244_1"
"128","1244_2"
"129","1244_3"
"130","2125_1"
"131","2125_2"
"132","2125_3"
"133","1269_1"
"134","1269_2"
"135","1269_3"
"136","2029_1"
"137","2029_2"
"138","2029_3"
"139","1276_1"
"140","1276_2"
"141","1276_3"
"142","2096_1"
"143","2096_2"
"144","2096_3"
"145","2048_1"
"146","2048_2"
"147","2048_3"
"148","1292_1"
"149","1292_2"
"150","1292_3"
"151","2007_1"
"152","2007_2"
"153","2007_3"
"154","2245_1"
"155","2245_2"
"156","2245_3"
"157","1001_1"
"158","1001_2"
"159","1001_3"
"160","1022_1"
"161","1022_2"
"162","1022_3"
"163","1026_1"
"164","1026_2"
"165","1026_3"
"166","2304_1"
"167","2304_2"
"168","2304_3"
"169","2251_1"
"170","2251_2"
"171","2251_3"
"172","1039_1"
"173","1039_2"
"174","1039_3"
"175","2036_1"
"176","2036_2"
"177","2036_3"
"178","1044_1"
"179","1044_2"
"180","1044_3"
"181","2212_1"
"182","2212_2"
"183","2212_3"
"184","1060_1"
"185","1060_2"
"186","1060_3"
"187","1063_1"
"188","1063_2"
"189","1063_3"
"190","1074_1"
"191","1074_2"
"192","1074_3"
"193","1080_1"
"194","1080_2"
"195","1080_3"
"196","2104_1"
"197","2104_2"
"198","2104_3"
"199","1108_1"
"200","1108_2"
"201","1108_3"
"202","2010_1"
"203","2010_2"
"204","2010_3"
"205","2090_1"
"206","2090_2"
"207","2090_3"
"208","2069_1"
"209","2069_2"
"210","2069_3"
"211","2019_1"
"212","2019_2"
"213","2019_3"
"214","2109_1"
"215","2109_2"
"216","2109_3"
"217","2166_1"
"218","2166_2"
"219","2166_3"
"220","1139_1"
"221","1139_2"
"222","1139_3"
"223","2053_1"
"224","2053_2"
"225","2053_3"
"226","2105_1"
"227","2105_2"
"228","2105_3"
"229","1161_1"
"230","1161_2"
"231","1161_3"
"232","2111_1"
"233","2111_2"
"234","2111_3"
"235","2016_1"
"236","2016_2"
"237","2016_3"
"238","1167_1"
"239","1167_2"
"240","1167_3"
"241","1170_1"
"242","1170_2"
"243","1170_3"
"244","1171_1"
"245","1171_2"
"246","1171_3"
"247","1193_1"
"248","1193_2"
"249","1193_3"
"250","1197_1"
"251","1197_2"
"252","1197_3"
"253","1201_1"
"254","1201_2"
"255","1201_3"
"256","2018_1"
"257","2018_2"
"258","2018_3"
"259","2152_1"
"260","2152_2"
"261","2152_3"
"262","1222_1"
"263","1222_2"
"264","1222_3"
"265","1224_1"
"266","1224_2"
"267","1224_3"
"268","1232_1"
"269","1232_2"
"270","1232_3"
"271","2260_1"
"272","2260_2"
"273","2260_3"
"274","2276_1"
"275","2276_2"
"276","2276_3"
"277","1239_1"
"278","1239_2"
"279","1239_3"
"280","1241_1"
"281","1241_2"
"282","1241_3"
"283","2190_1"
"284","2190_2"
"285","2190_3"
"286","1266_1"
"287","1266_2"
"288","1266_3"
"289","2039_1"
"290","2039_2"
"291","2039_3"
"292","1272_1"
"293","1272_2"
"294","1272_3"
"295","2231_1"
"296","2231_2"
"297","2231_3"
"298","1280_1"
"299","1280_2"
"300","1280_3"
"301","1289_1"
"302","1289_2"
"303","1289_3"
"304","2116_1"
"305","2116_2"
"306","2116_3"
"307","1293_1"
"308","1293_2"
"309","1293_3"
