0,1
1,0
3,2
7,4
10,5
11,6
12,8
13,9
14,15
18,16
19,17
21,20
22,23
24,26
25,27
31,28
32,29
33,30
37,34
39,35
40,36
41,38
44,42
47,43
49,45
57,46
59,48
61,50
62,51
63,52
64,53
67,54
69,55
70,56
72,58
78,60
81,65
83,66
84,68
85,71
89,73
92,74
93,75
95,76
96,77
98,79
100,80
101,82
102,86
103,87
104,88
106,90
110,91
111,94
112,97
119,99
121,105
124,107
127,108
128,109
133,113
134,114
135,115
136,116
137,117
138,118
139,120
140,122
145,123
147,125
149,126
150,129
153,130
154,131
159,132
160,141
161,142
163,143
164,144
166,146
167,148
169,151
170,152
172,155
176,156
178,157
180,158
181,162
183,165
184,168
187,171
188,173
189,174
192,175
195,177
197,179
200,182
201,185
202,186
203,190
206,191
207,193
211,194
212,196
213,198
214,199
218,204
222,205
225,208
228,209
230,210
232,215
234,216
235,217
237,219
238,220
239,221
240,223
242,224
246,226
247,227
249,229
251,231
252,233
254,236
255,241
257,243
258,244
259,245
260,248
261,250
262,253
266,256
267,263
268,264
272,265
274,269
275,270
280,271
282,273
283,276
285,277
286,278
290,279
291,281
294,284
295,287
298,288
299,289
302,292
303,293
304,296
305,297
307,300
308,301
309,306
310,311
