0,1
3,0
6,1
7,2
8,4
13,5
14,9
15,10
16,11
24,12
27,17
28,18
29,19
32,20
34,21
36,22
38,23
39,25
40,26
41,30
43,31
44,33
45,35
47,37
54,42
55,46
60,48
61,49
62,50
64,51
67,52
68,53
70,56
71,57
72,58
73,59
74,63
79,65
81,66
84,69
85,75
86,76
88,77
92,78
93,80
94,82
100,83
101,87
104,89
106,90
108,91
110,95
111,96
113,97
114,98
118,99
120,102
121,103
122,105
123,107
124,109
125,112
126,115
127,116
128,117
131,119
132,129
135,130
136,133
137,134
138,141
139,148
140,153
142,154
143,155
144,159
145,160
146,161
147,162
149,163
150,166
151,167
152,172
156,176
157,177
158,178
164,179
165,180
168,181
169,183
170,184
171,188
173,190
174,191
175,194
182,197
185,198
186,199
187,200
189,202
192,204
193,207
195,208
196,210
201,211
203,213
205,215
206,216
209,217
212,219
214,220
218,223
221,224
222,225
226,229
227,234
228,238
230,240
231,241
232,242
233,244
235,246
236,248
237,250
239,251
243,254
245,256
247,258
249,259
252,261
253,262
255,264
257,266
260,268
263,269
265,270
267,272
271,276
273,279
274,280
275,281
277,283
278,284
282,285
286,287
289,288
293,290
294,291
298,292
299,295
300,296
301,297
302,303
306,304
307,305
310,308
311,309
