0,1
0,2
1,5
3,7
4,12
6,13
8,14
9,15
10,16
11,17
18,19
20,21
23,22
26,24
27,25
28,29
31,30
33,32
37,34
40,35
42,36
43,38
50,39
51,41
52,44
55,45
56,46
59,47
61,48
62,49
64,53
65,54
66,57
67,58
68,60
69,63
70,71
72,75
73,79
74,84
76,85
77,89
78,91
80,93
81,97
82,98
83,99
86,100
87,101
88,102
90,106
92,109
94,113
95,114
96,116
103,117
104,118
105,120
107,123
108,124
110,126
111,128
112,130
115,131
119,132
121,133
122,134
125,135
127,137
129,138
136,139
140,141
142,143
146,144
151,145
154,147
155,148
159,149
160,150
161,152
162,153
167,156
168,157
170,158
171,163
173,164
174,165
179,166
180,169
181,172
183,175
184,176
185,177
186,178
189,182
190,187
192,188
197,191
198,193
200,194
201,195
205,196
210,199
211,202
213,203
215,204
216,206
217,207
222,208
225,209
226,212
227,214
231,218
232,219
233,220
236,221
239,223
240,224
241,228
243,229
244,230
245,234
246,235
248,237
249,238
250,242
251,247
252,254
253,255
256,257
261,258
262,259
264,260
265,263
266,267
269,268
270,274
271,275
272,279
273,281
276,283
277,286
278,290
280,291
282,292
284,294
285,295
287,297
288,299
289,300
293,301
296,302
298,305
303,306
304,307
308,310
309,311
