0,1
1,0
3,2
5,4
8,6
9,7
10,11
12,13
14,16
15,17
20,18
21,19
22,23
26,24
27,25
29,28
31,30
32,34
33,41
35,45
36,46
37,48
38,49
39,52
40,53
42,55
43,56
44,57
47,60
50,61
51,62
54,64
58,66
59,67
63,68
65,71
69,74
70,75
72,76
73,77
78,79
82,80
83,81
84,85
87,86
89,88
92,90
93,91
95,94
96,97
100,98
103,99
104,101
107,102
109,105
110,106
111,108
115,112
116,113
117,114
118,121
119,123
120,124
122,125
126,127
129,128
132,130
133,131
135,134
137,136
139,138
140,142
141,145
143,148
144,149
146,150
147,151
153,152
155,154
156,158
157,159
160,161
165,162
167,163
168,164
170,166
171,169
174,172
179,173
181,175
182,176
183,177
185,178
186,180
188,184
189,187
190,193
191,194
192,196
195,197
198,203
199,204
200,205
201,208
202,212
206,213
207,214
209,215
210,217
211,219
216,220
218,221
223,222
224,225
229,226
230,227
233,228
236,231
238,232
244,234
245,235
247,237
248,239
249,240
251,241
252,242
254,243
255,246
257,250
258,253
259,256
260,263
261,265
262,266
264,267
268,269
270,271
272,274
273,275
276,278
277,283
279,284
280,285
281,288
282,289
286,291
287,293
290,296
292,298
294,303
295,304
297,308
299,309
300,310
301,312
302,313
305,314
306,315
307,316
311,318
317,319
