0,1
1,0
3,2
4,9
5,13
6,15
7,16
8,17
10,18
11,19
12,24
14,26
20,27
21,31
22,32
23,33
25,34
28,35
29,37
30,39
36,41
38,42
40,44
43,46
45,47
51,48
56,49
59,50
61,52
62,53
65,54
70,55
73,57
76,58
79,60
81,63
82,64
84,66
88,67
91,68
92,69
94,71
96,72
97,74
100,75
101,77
103,78
104,80
105,83
108,85
111,86
112,87
113,89
116,90
117,93
118,95
119,98
120,99
121,102
122,106
123,107
124,109
125,110
126,114
128,115
129,127
130,131
132,137
133,139
134,142
135,144
136,146
138,147
140,150
141,152
143,153
145,154
148,156
149,158
151,160
155,164
157,165
159,166
161,169
162,170
163,173
167,174
168,176
171,177
172,178
175,180
179,182
181,187
183,188
184,189
185,191
186,193
190,199
192,204
194,205
195,206
196,209
197,211
198,212
200,213
201,214
202,215
203,218
207,220
208,223
210,224
216,226
217,227
219,229
221,230
222,234
225,238
228,241
231,242
232,245
233,246
235,247
236,250
237,251
239,252
240,253
243,257
244,258
248,259
249,262
254,263
255,265
256,269
260,270
261,271
264,273
266,274
267,276
268,277
272,279
275,281
278,282
280,284
283,285
287,286
289,288
290,292
291,294
293,295
299,296
301,297
302,298
304,300
305,303
309,306
311,307
313,308
314,310
315,312
316,318
317,319
