0,1
0,3
1,4
2,5
7,6
10,8
13,9
16,11
17,12
21,14
25,15
27,18
28,19
29,20
32,22
37,23
40,24
41,26
43,30
45,31
47,33
48,34
49,35
52,36
55,38
56,39
61,42
62,44
66,46
68,50
70,51
74,53
75,54
80,57
81,58
83,59
86,60
88,63
89,64
91,65
92,67
93,69
95,71
97,72
102,73
103,76
105,77
107,78
112,79
114,82
115,84
116,85
119,87
120,90
121,94
124,96
126,98
129,99
133,100
134,101
139,104
141,106
143,108
145,109
147,110
148,111
149,113
150,117
151,118
152,122
154,123
155,125
158,127
160,128
163,130
164,131
168,132
169,135
174,136
175,137
176,138
179,140
180,142
181,144
182,146
183,153
185,156
186,157
187,159
190,161
191,162
192,165
194,166
195,167
196,170
200,171
201,172
204,173
207,177
208,178
209,184
210,188
211,189
214,193
215,197
216,198
218,199
219,202
223,203
224,205
225,206
226,212
228,213
229,217
232,220
234,221
237,222
238,227
240,230
242,231
244,233
245,235
247,236
248,239
249,241
250,243
251,246
252,253
254,255
258,256
264,257
265,259
266,260
267,261
269,262
270,263
271,268
