0,1
0,2
1,3
5,4
8,6
15,7
17,9
18,10
20,11
25,12
27,13
28,14
29,16
32,19
33,21
35,22
37,23
39,24
43,26
45,30
48,31
50,34
51,36
54,38
57,40
58,41
59,42
60,44
61,46
62,47
64,49
65,52
66,53
68,55
69,56
72,63
73,67
74,70
76,71
79,75
82,77
86,78
92,80
93,81
94,83
97,84
98,85
99,87
100,88
103,89
104,90
108,91
109,95
111,96
112,101
113,102
115,105
116,106
117,107
118,110
119,114
122,120
128,121
129,123
131,124
133,125
134,126
138,127
139,130
140,132
141,135
144,136
149,137
150,142
151,143
160,145
161,146
162,147
164,148
166,152
167,153
169,154
170,155
171,156
176,157
177,158
178,159
180,163
185,165
186,168
188,172
189,173
190,174
191,175
193,179
195,181
196,182
198,183
199,184
201,187
203,192
204,194
205,197
207,200
208,202
209,206
214,210
216,211
217,212
219,213
226,215
227,218
229,220
230,221
231,222
232,223
235,224
237,225
238,228
242,233
243,234
244,236
246,239
248,240
255,241
256,245
257,247
258,249
260,250
261,251
262,252
265,253
266,254
267,259
269,263
274,264
275,268
277,270
278,271
281,272
283,273
287,276
288,279
290,280
291,282
292,284
293,285
294,286
295,289
296,297
298,300
299,303
301,305
302,306
304,307
310,308
311,309
